,Unnamed: 0,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,d,k,score
92,236,{FC7E2F27-906A-476B-A60F-1717DC56F113},2020-04-18,I don’t have a photo since I saw it on my garage door and it was not a bee 🐝 or wasp I normally see. It was huge- it looked twice as big as a normal size wasp or paper wasp or yellow jacket. I live in the White Center Area in Seattle.,Unverified, ,2020-05-03,47.512438,-122.35716,0.3233715270500011,0.5,0.4784485815668427
712,1187,{28F8587B-B084-45D2-ADDC-26E3C17430EC},2020-06-26,"Turned to observe a dragonfly near me, only to realize that it was a very odd shape and the sound of wings were distinctly different that dragonflies. Upon closer look, the body of the insect was about the length of a dragonfly but was thick throughout t",Unverified, ,2020-06-26,47.699651,-122.385699,0.2828411622689551,0.5833333333333334,0.4786460991868297
1919,3803,{DF39302D-A171-4B34-B26C-A3E4070050E2},2020-09-07,definitely not a native bee or wasp.,Unverified, ,2020-09-08,46.99508,-124.16334,0.4780289092278192,0.125,0.4786496006740423
1906,3809,{667554A1-94F3-4D4C-9367-7F42DF113E7F},2020-09-07,Asian hornet  sweep in and land on our raw meat being prepped for BBQ. Second sighting at same location.Did not land and coulnt capture.,Unverified, ,2020-09-08,46.99512,-124.16305,0.4780017389009214,0.125,0.4786745159736627
772,1317,{0C49266E-12B7-425A-9266-C3CF87DE5EB6},2020-07-05,Single one flew in dog tried to catch it couldn't get pic but def murder hornet huge stinger and exactly as pictured example,Unverified, ,2020-07-05,46.995165,-124.163027,0.4779920352127436,0.125,0.47868341429495576
696,1155,{D000243E-5627-4100-B3F8-D6E459AAD9B5},2020-06-24,"In my backyard, on its back - looks like its dying.",Unverified, ,2020-06-24,47.716083,-122.294516,0.2819173711544283,0.5833333333333334,0.47926265578512894
896,1643,{5B90AF77-E529-4E96-86D1-8F1092625E2C},2020-07-17,"I saw what I thought was a murder hornet--a huge insect that looked like a small tarantula. It had a body the size of 2/3 of my thumb. It was on the side of the building next door to me but I didn't see it leave, whether it flew away or dropped off. I'm",Unverified,Your count is currently negative for Asian giant hornet.,2020-07-19,47.625308,-122.365132,0.299158884308748,0.5416666666666666,0.48146160359629614
527,782,{15431DE5-10B1-4AFD-8E49-5483386EAA15},2020-05-20,I don’t remember the date. I just remember seeing it on my railing and knew it was something I didn’t want to mess with. I had no clue at the time what is was. A couple others in town have seen them also.,Unverified, ,2020-05-20,47.009562,-124.158188,0.474877151307669,0.125,0.4815397754300223
1657,3217,{3D278ADB-8B70-4950-AD17-9265BEB6EB58},2020-08-22,Watched it come in and out of the ground with a small green grasshopper. There are holes all over this yard.,Unverified, ,2020-08-22,47.533332,-122.382226,0.3183450165738993,0.5,0.48200286121019953
1673,3215,{D0E70748-C7B8-471F-A042-3BC794785ECF},2020-08-22,Observed a murder hornet fly holding a small grasshopper and carry it into a hole in the yard 3901 sw Holden in west seattle. Will try and get a picture soon.,Unverified, ,2020-08-22,47.533332,-122.382226,0.3183450165738993,0.5,0.48200286121019953
1565,3115,{2AB44C79-00AF-40A7-B9AC-76E650F0AC27},2020-08-18,"Not sure if it was a asian bee but it was about 1 3/4 in long, I was trying to hurry and get away so I didnt stare at it but I remember it  being all black, I thought I seen red on it, but am not positive now. I didnt have a camera on me . I have never s",Unverified, ,2020-08-20,46.689255,-123.729635,0.5174802238834937,0.0,0.4825197761165063
1866,3667,{8237D51A-0E33-498A-A7FA-94FA8F062BB6},2020-09-03,Very Large Dark Brown and Orange.  Flew into our open back door..  It was stuck between a curtain and a window so I opened the window and it flew out.  I couldn't get a picture,Unverified, ,2020-09-03,47.021849,-122.858391,0.4253184750459954,0.25,0.4832476342463605
1115,2171,{989A65B3-B6FF-46D2-8707-A1A80B082D69},2020-07-29,Murder hornet cited. Did not get a chance to take a photo to but confirmed citing through various pictures of the species.,Unverified, ,2020-08-01,47.4176,-120.28674,0.4879344341197202,0.0833333333333333,0.4833255340432115
198,304,{957802AB-A625-4D10-AE8C-9B700D4E270D},2020-05-02,Close to Humming bird feeder inside sugar water trap.  Has a live specimen in his possession.,Unverified, ,2020-05-04,47.41704,-120.28792,0.4878975601046445,0.0833333333333333,0.48336033847884696
735,2077,{F02AE4CF-EF8A-416F-B347-4239EAC7506F},2020-06-30,I was riding my bike Tuesday morning when a large insect attacked me and stung my upper lip. When I racked it off my face it stung or bit my thumb and drew blood.,Unverified, ,2020-07-31,47.7554,-122.271585,0.2743989535542668,0.5833333333333334,0.48428059751162345
1406,2652,{162FDD64-CDBD-4C09-8F7F-961088417495},2020-08-10,In our backyard at 1306 Oceano Dr N Grayland Wa 98547,Unverified, ,2020-08-10,46.763927,-124.007321,0.5150562425766785,0.0,0.4849437574233215
387,564,{85F7D71C-98C7-4D8F-AC56-0E203DF223D4},2020-05-08, ,Unverified, ,2020-05-08,47.761552,-122.267058,0.2732636220374639,0.5833333333333334,0.4850383403897853
919,1645,{890B365E-6CCD-4F46-B9A9-B1E9B80E88B1},2020-07-19, ,Unverified, ,2020-07-19,47.034729,-122.923762,0.4230730416016519,0.25,0.4851358111803998
1788,3485,{488DB22C-A56B-44D7-9800-E3C9A78D3A1B},2020-08-29,Saw a huge flying insect going after what looked like a bee while walking the trail. Figured it was a firefly. Got closer and saw a nest in the ground about 3 feet off the trail. Saw one of the hornet walking around the opening of the nest. I took a phot,Unverified, ,2020-08-29,47.677765,-122.190146,0.293546271066707,0.5416666666666666,0.4853173388141331
1820,3548,{BE5F86C5-52AD-4CAB-8662-3CCA8B00D34C},2020-08-31,Seen in my backyard/vegetable three times. The most noticeable is the orange head and the size. First I thought there two sexualy entangled insects. By the time time I got the phone ready it was too late.,Unverified, ,2020-08-31,47.036499,-122.92436,0.4226984792379887,0.25,0.4854507793292932
804,1409,{1BB2A582-065C-4018-B982-070747DB34FE},2020-07-08,"While working in my garden, I saw an asian giant hornet. It was unmistakable in it's coloring and size (about one and a half inches) I have never seen a hornet this big. I had no camera or phone, I tried to kill it, but was unsuccessful.",Unverified, ,2020-07-09,47.443283,-120.274142,0.4853416086386113,0.0833333333333333,0.48577283541209676
924,1702,{F7D98097-FEBF-4FEE-A773-8429A73FC051},2020-07-19,Secured in Jar.,Unverified,We need a picture.,2020-07-20,47.447,-120.26912,0.4853047346235356,0.0833333333333333,0.4858076398477322
744,1463,{8E38A8CD-B8CC-4786-AA23-881FD43CADEF},2020-07-01, ,Unverified, ,2020-07-12,47.558662,-122.393318,0.3126974700544182,0.5,0.485996279651191
255,405,{E14A0935-6E79-43D2-AB63-D54AE48F9A2F},2020-05-04,"At about 8:30 pm we saw a large insect swooping around our porch light and we could hear it buzzing from inside the house, through the window glass.  It bumped up against the window a number of times seemingly trying to get to lights on inside the house.",Unverified, ,2020-05-05,47.683159,-122.18668,0.2925526133973,0.5416666666666666,0.4859999586037363
182,302,{F276699D-2265-4354-B3F7-70DECE10DAAF},2020-05-01,"Took one head on at ~20mph on my bike that got stuck in my bike helemt. I got off my bike, took my helmet off and had never seen anything like it. Got it out of my helmet and it appeard to just be stunned. It disapeared into some bigger rocks so I failed",Unverified, ,2020-05-04,47.682343,-122.191566,0.2925390282338511,0.5416666666666666,0.4860092912961722
1989,3969,{CE193382-F7EB-4291-BBD7-88677A12704B},2020-09-14,"It landed on my screen door and then flew off. Sounded like a hummingbird, and was about 1 1/3 inches (3.5 cm)",Unverified, ,2020-09-14,47.036786,-122.835437,0.4219609989364757,0.25,0.4860709238711557
897,1646,{A3EE3E98-7E08-4057-8E97-CFC144F6EFC8},2020-07-18,"One insect, at least two inches long, flying around front yard. Much larger and longer lower body than a bumble bee. Didn’t see face. Flew away before I could get picture",Unverified, ,2020-07-19,47.767671,-122.280579,0.271518898903095,0.5833333333333334,0.48620280337690935
339,516,{9E8D3D90-57EE-4BD1-995D-781ACA3FFD60},2020-05-06,Not able to capture photo but 90% positive based primarily on size and coloration.,Unverified, ,2020-05-06,47.065721,-120.652381,0.5118055070371147,0.0,0.4881944929628853
1499,4046,{DB47A62B-4C74-407F-BC08-FCE18F1A170A},2020-08-15,"Large, loud hornet seen buzzing near our camp site. I’ve seen these hornets in Japan a few years back and this one looked identical.",Unverified, ,2020-09-18,46.626,-122.475,0.5115997888477452,0.0,0.48840021115225485
756,1297,{DC607A73-610E-4E42-84DA-9AD5FBAD9088},2020-07-03,was found under some landscape fabric and sen by at least 5 to 7 people but was not able to photograph or capture,Unverified, ,2020-07-04,47.453236,-120.290509,0.4821335693270298,0.0833333333333333,0.4888008213123717
231,192,{791613DE-F116-4911-BDFC-AF803DD527C0},2020-05-03,It was unmistakeable due to it's size and girth.,Unverified, ,2020-05-03,47.580455,-122.389276,0.3081386773484866,0.5,0.48921983288757903
1411,2728,{7522C9B8-348E-4218-9A04-9A2CE614CFB8},2020-08-10,Very large. On the road - injured or dying. Yellow and black stripes and shape of body match the Asian giant hornet.,Unverified, ,2020-08-12,47.056628,-122.889918,0.4180542940760924,0.25,0.48935605798370624
666,1129,{6FC8AE99-BBBF-48E6-87D2-2C1D30EA4215},2020-06-19,I don’t know my bees and wasps and Hornets well but I do know this was one of the biggest I’ve seen. It looked about 2 “ long. I was too afraid to swat it. I just took a picture. If I see another I will try to either trap or kill,Unverified, ,2020-06-20,46.634257,-123.035749,0.5105090942965603,0.0,0.48949090570343967
1269,2307,{63A95A26-4B74-4B84-963F-145A8941F310},2020-08-03,Seen on window box in sun warm evening,Unverified, ,2020-08-03,47.597275,-122.310588,0.3065433910120558,0.5,0.4903478706740035
1144,2152,{6CAE5F2E-01D1-44A3-8988-4F95F88791B4},2020-07-30,"It flew near the house, I could hear it before I saw it. I lost sight of it and 30ish seconds later it reappeared very close to my nose!",Unverified, ,2020-08-01,47.706285,-122.30954,0.2835223611790369,0.5416666666666666,0.4922035325901108
1513,2856,{C96F5951-967C-47DB-8354-11496DB8F057},2020-08-15,this thing was 2 inches long easy. ive seen all the different native hornets and wasps before and ive even raised honey bees before. ive never seen something so large and long flying around before. when it landed i saw the coloration and my roommate frea,Unverified, ,2020-08-15,47.710436,-122.317856,0.2823967333504117,0.5416666666666666,0.49297681282052075
393,578,{120BA2FE-6321-4B5A-9B88-160EB42F7B35},2020-05-08,"Largest hornet like insect I’ve seen, about 1.5 inches easily. Thought it was worth sending in just in case.",Unverified, ,2020-05-08,47.710436,-122.317856,0.2823967333504117,0.5416666666666666,0.49297681282052075
1802,3547,{352178AA-087F-4499-86E5-9E26601F72F1},2020-08-30,"I have lived in Washington for 45 years & have never seen a wasp this large.  It was approximately 1.5-2.0 inches long, had yellow/black stripes, bright oranges legs & wings (legs & wings were also very long), & an orange & yellow face.  It had a long st",Unverified, ,2020-08-30,47.71565,-122.29354,0.2820396376254687,0.5416666666666666,0.49322212930740933
1425,2684,{421B3E36-BD0E-4EA1-9AD0-1BBA9C2EF91F},2020-08-11,"I couldn't get a picture, as my cell phone didn't load the camera quickly enough. I saw an orange faced bee, about 2"" long. I've lived in Washington my entire life and this is the largest beehive ever seen.",Unverified, ,2020-08-11,47.714771,-122.308891,0.2817504677177701,0.5416666666666666,0.4934207823321181
2073,4136,{418972DA-F7EA-47F0-A570-C5E7059E32B8},2020-09-27,"Was checking tomato plants, heard buzzing. Saw large bee type insect with orange striped end of body (abdomen?) Not good look at face or eyes as it was about 6 feet above me",Unverified, ,2020-09-27,47.721029,-122.307012,0.2804870475170202,0.5416666666666666,0.4942887227286644
323,512,{6BD66045-D7A5-42F3-B1B4-C40D29CABEFE},2020-05-05, ,Unverified, ,2020-05-06,47.25513,-122.44164,0.3767670416171778,0.3333333333333333,0.4946603268790726
676,1119,{3472700A-A004-4714-9895-32233BC3C3E8},2020-06-20,"Looked similar but a little smaller, not entirely sure if it was one but wanted to report just in case.",Unverified,It is really hard to tell what that insect is.,2020-06-20,47.25513,-122.44164,0.3767670416171778,0.3333333333333333,0.4946603268790726
606,923,{AB312EB7-F0AB-4BD8-B91D-8F1E6D2C4BBF},2020-06-01,I saw a flying insect in the bushes. It had orange stripes and a curved body.,Unverified, ,2020-06-01,47.25513,-122.44164,0.3767670416171778,0.3333333333333333,0.4946603268790726
1453,2772,{05C1F4E3-8BAA-4416-BB44-58A2DEAAF465},2020-08-12,I was entering my apartment building when I saw this hornet on one of the plants near the entryway.,Unverified, ,2020-08-13,47.625722,-122.360812,0.2991782916851036,0.5,0.49555578235220393
757,1278,{37E4FB49-D5FD-4E47-9852-5013FED3D32F},2020-07-03,I couldn’t get a picture but I swear to god I saw one in my backyard.I live in West Seattle.,Unverified, ,2020-07-03,47.529828,-122.385746,0.3190165117958033,0.4583333333333333,0.4956378910337071
1470,2766,{09F74556-B731-4EA0-86AA-829070A35D99},2020-08-13, ,Unverified, ,2020-08-13,47.530048,-122.386158,0.318960230404372,0.4583333333333333,0.49567885412699303
811,1419,{34AE83F2-786B-4922-955B-33F1375978D4},2020-07-09,"Zip Code: 98225, next to Western's sign",Unverified, ,2020-07-09,48.741398,-122.483697,0.063749349852892,0.9166666666666666,0.4959615054503785
2114,4248,{653837DF-1C5B-43DE-8326-F85F5AFF142E},2020-10-03, ,Unverified, ,2020-10-03,48.74741,-122.481355,0.062835262426543,0.9166666666666666,0.49644572639699586
418,618,{C3E58D2F-36A5-42D9-8A59-D07BA088AF1B},2020-05-09,"I didn’t take a picture because I ran away, but I am 99% sure that the pictures I’ve seen of the Asian giant hornets (and nothing else) match up with what I saw.",Unverified, ,2020-05-09,47.48279,-120.327216,0.4738446788855507,0.0833333333333333,0.4966244920807166
602,928,{EBE19784-CBA4-4D50-9B93-FE0CE30BA6FB},2020-05-31,I didn’t get a picture but it definitely looked like the pictures and not like any of the similar types of hornets or flys.,Unverified,"If you see it again, snap a picture for us.",2020-06-02,47.365221,-120.22014,0.502808247358656,0.0,0.49719175264134396
931,1677,{02594797-ECB8-4E0D-B39A-AE9736222953},2020-07-20,Seen flying around an elementary school,Unverified, ,2020-07-20,47.548196,-122.363066,0.3156182801959368,0.4583333333333333,0.49811121435589734
789,1360,{CA0D55EE-A757-4A0F-AF9F-50766B68D0AB},2020-07-06,"Our family was at the pool and what appeared to be a large, 2in long hornet flew near by.",Unverified, ,2020-07-06,47.848303,-120.038653,0.4567312544151781,0.125,0.4981796362480116
1343,2506,{519494B6-E9EC-465D-9428-DE2C22900189},2020-08-06,There is a swarm of them at the Catherine Ursich Park on N 29th st in Old Town Tacoma right by the entrance scouring the ground.,Unverified, ,2020-08-06,47.27378,-122.47089,0.3723285746446509,0.3333333333333333,0.49818314044973017
1821,3703,{73074728-1405-4EF8-8C92-6D6ED6E5FC71},2020-09-01, ,Unverified, ,2020-09-04,47.273947,-122.480665,0.372155848995086,0.3333333333333333,0.4983202328886408
465,679,{91CBB1D8-643F-4BEE-A181-79A9BC604563},2020-05-11,Elm st Bellingham Wa in my apartment,Unverified, ,2020-05-11,48.764023,-122.488434,0.0592934162416451,0.9166666666666666,0.4983219540563942
751,1279,{E28DC36A-0073-40EE-93EF-D6ABE4DFEA54},2020-07-03,I think I saw one in our neighborhood. I didn’t see it clearly but it was massive and aggressive,Unverified, ,2020-07-03,47.4875,-120.33791,0.4720184447704883,0.0833333333333333,0.498348227550867
463,677,{4CB7833B-57AF-4542-9BEB-C4308CA42D82},2020-05-11,I noticed a honey bee in my house last week and this huge hornet this week,Unverified, ,2020-05-11,48.764641,-122.488421,0.0591827941964181,0.9166666666666666,0.4983805540435644
2168,4401,{E9A40E31-1153-4D34-B2B2-8C226E5E03E2},2020-10-17,Spotted hanging around my back deck then fly into the neighbors back yard.,Unverified, ,2020-10-17,47.027677,-122.848397,0.4239987734538142,0.2083333333333333,0.49855012076010596
690,1175,{3329A359-B520-4B3A-8AE2-0EF19EA1DAF9},2020-06-23,This was a large gold hornet that was approx. 1.5 inches long. It landed on the pavement near a friends pool. I was not able to get a photo before it flew away,Unverified, ,2020-06-25,47.480441,-120.351964,0.4716244750304695,0.0833333333333333,0.49872008546844465
325,507,{2547522B-0531-48F3-A5BD-15A34E6C1E5A},2020-05-05,90% sure was a match. Killed it.,Unverified, ,2020-05-06,47.759635,-122.269775,0.2735721993215181,0.5416666666666666,0.499039063178579
2026,4266,{3F99B20D-0B77-4D30-91C4-9D86AF1876F6},2020-09-19,I could not put the time on the detection date because the setup won't let me.  It was 2:00pm.  Also I cannot seem to send the picture to you from my phone or from my email.  I don't know your website but I'll try sending it.,Unverified, ,2020-10-05,47.654747,-122.330225,0.2938237965485921,0.5,0.4993419821730616
451,644,{8C158665-E406-4213-B86B-D89BBB5C1EA7},2020-05-10,Near a beehive,Unverified, ,2020-05-10,47.035506,-122.900333,0.4226907162874465,0.2083333333333333,0.49968229206148335
1745,3419,{A46DE76A-DE38-44E5-8F35-4261636E2594},2020-08-27,"Very large hornet in front of my house, 1.5-2 inches long. Dark yellow head, striped black and dark yellow abdomen, black thorax. Looked like murder hornets pictures I've seen but not orange, instead a dark yellow. Wasn't a yellow jacket, bee, or any was",Unverified, ,2020-08-27,47.55555,-122.39932,0.313233113641833,0.4583333333333333,0.4998472019989424
575,862,{230F6AB0-FAD4-4483-8A20-CB516C0930AF},2020-05-28,"Approximately two inches long, on our front door. Didn’t get a picture but will try. Very dark in color yellow and black stripes with yellow head",Unverified, ,2020-05-29,47.035591,-122.829828,0.4221880652398363,0.2083333333333333,0.5001173549206179
1744,3395,{3FE5B4EA-647C-41A6-9D3E-1F3B26949A7F},2020-08-27,We were sitting on our swing and I heard a loud buzzing noise. I liked up and saw a HUGE bee that looked like a GIANT wasp. Im a Gardener and have never seen anything like that!,Unverified, ,2020-08-27,47.769358,-122.260875,0.2718430020882337,0.5416666666666666,0.5002269816015018
766,1303,{322A230A-FDC8-4553-936A-352457DC141A},2020-07-04, ,Unverified, ,2020-07-04,47.769358,-122.260875,0.2718430020882337,0.5416666666666666,0.5002269816015018
519,953,{AE481538-DBFD-4368-9CD0-256FE8158EAA},2020-05-18,Know my wasps been stung by enough of them. Pro painter and checked on endigenous species of washington. Was sighted and killed in Kenmore Washington. Also i watched a video on this species.,Unverified, ,2020-06-04,47.77005,-122.262935,0.2716256394730508,0.5416666666666666,0.5003763046804776
1809,3560,{C6C51D33-0E0A-4748-A09C-368F0D8F1EF6},2020-08-31,It flew right into my apartment. I baracaded myself in my room while my fiance carefully waited for it to leave.,Unverified, ,2020-08-31,47.042046,-122.943408,0.4217009400933106,0.2083333333333333,0.5005389795447215
1811,3561,{946D8B72-F1D9-4CD0-8999-59D427E89F49},2020-08-31,After the first murder hornet left a second came in. Going to have fiance close door once this one leaves.,Unverified, ,2020-08-31,47.042049,-122.943433,0.421698999355675,0.2083333333333333,0.5005406593241004
2013,4004,{30B68989-4A2D-4734-90CD-868E35771EBD},2020-09-16,flew into my apartment. Made a quick run to my bedroom to stay safe?,Unverified, ,2020-09-16,47.042054,-122.943327,0.4216970586180394,0.2083333333333333,0.5005423391034793
743,2409,{C2B10A41-2B65-4D7B-82BE-98DD94FB1E7C},2020-07-01,"It was BIG and in my bedroom. Unfortunately I didn't take a picture. About 1 1/2"". I was confused because it had a rounded, furry abdomen and wasn't at all aggressive, but the more pictures I look at, the more I think it was a wasp. It only had one yello",Unverified, ,2020-08-04,47.662649,-122.335693,0.2919995031711653,0.5,0.5006319523911138
1975,3939,{C2D74883-4B1D-4644-9BCB-8EC5103660B7},2020-09-12,"Ocean Shores,  WA",Unverified, ,2020-09-12,46.957076,-124.150781,0.4846914615306985,0.0416666666666666,0.500638704672108
1154,2090,{E5437411-2B4C-4B60-BB3F-3791F771BCEF},2020-07-31,"I saw this hornet, large, orange, and it kept dive bombing other bees in the area.  I tried to take a photo but couldn't get a clear one and I was a little nervous about it.  When I went back to take another look there appeared to be 2. One of them was f",Unverified, ,2020-07-31,47.685229,-122.192949,0.2918849996506672,0.5,0.5007129186069278
1085,1970,{4C2DBE85-AC20-4F35-818B-05EF143A331E},2020-07-28,Two HUGE hornets flew out of o e of my flowering plants on my 5th floor deck - West Seattle. It happened too fast so no picture available.,Unverified, ,2020-07-28,47.567083,-122.364952,0.3115524348494375,0.4583333333333333,0.5010704447156853
1352,2548,{AF49DA86-5739-4746-90F8-D5E59EB382D0},2020-08-07,"There was no question it was an Asian Hornet- it had that awful orange face and was HUGE. I heard the loud whining sound of it before I even saw it- it was hovering around my bkackberries in my backyard. My small dog started chasing it,  and I immediatel",Unverified, ,2020-08-07,47.047309,-122.857853,0.4198261875373591,0.2083333333333333,0.5021616464247372
1223,2233,{24EEEF33-EF11-4104-8019-04C4470AAABD},2020-08-01,Huge !!! Orangish Red about 2 1/2 to 3 in. Came at me in my garden!,Unverified, ,2020-08-01,47.53073,-122.054205,0.3294770876514745,0.4166666666666667,0.5023246123898792
1631,4325,{9C62AB0A-A593-484D-B793-BC7C67B8EDBE},2020-08-20,Was flying around in my backyard,Unverified, ,2020-10-09,47.050842,-122.925342,0.4196204693479897,0.2083333333333333,0.5023397030389004
517,757,{F68AE3CE-D12A-4B2D-8FB3-A1DA9A358E12},2020-05-18,Big orange headed bee,Unverified, ,2020-05-18,47.309315,-122.36229,0.3665956356692051,0.3333333333333333,0.5027333771299763
523,800,{B7F038C1-B25D-4ED5-AF7F-04CB3C3C7F0E},2020-05-19,I do not have a picture. Maybe two weeks ago I saw the largest hornet I have ever seen and I thought it might be one of these hornets. I tried to kill it with a fly swatter and thought I hit it very hard but there was no sign of it. Later on I saw one in,Unverified, ,2020-05-24,47.309315,-122.36229,0.3665956356692051,0.3333333333333333,0.5027333771299763
388,566,{ED785817-5CAA-4CD9-8216-4A57A9BAC9EF},2020-05-08,Big.  Please confirm what this is/was. Have photo,Unverified, ,2020-05-08,47.535811,-122.05061,0.32857852612621,0.4166666666666667,0.5029977729360358
2118,4251,{01D12FD6-AEA6-4466-AE79-76F867A128B8},2020-10-04,I found a decapitated bee on my fence. I don’t know if this was done by a hornet or what. I haven’t seen any giant hornets. Picture is of decapitated bee. Not sure if this is useful or not for your efforts?,Unverified,Thanks for the submission. Hornets do prey on bees. Your county is Negative for Asian giant hornet.,2020-10-04,47.579335,-122.38788,0.308410380617465,0.4583333333333333,0.503357315337402
899,2760,{C79BB7E9-752E-4E98-9DCB-0FC44A5396AB},2020-07-18,"Was visiting friends at their property in Ocean Shores where they park an RV.  Witnessed very large (1-1/2+"") insect flying around the property.  Property owner saw it as well.  Did not get close, did not get photo.",Unverified, ,2020-08-13,46.973213,-124.150849,0.4815299999223704,0.0416666666666666,0.5037101656053298
1231,2137,{1320F661-928C-49BB-A7C3-6F6E365ABAB0},2020-08-01,I think I saw an Asian Giant Hornet in my backyard yesterday. I didn’t take a photo of it but it surely looked like one,Unverified, ,2020-08-01,47.40814,-122.31991,0.3464643641755358,0.375,0.5039448661791751
1706,3284,{AE6B2C2B-FB6C-4782-B1C7-5663F378EEDE},2020-08-24,It was already dead when we found it,Unverified, ,2020-08-24,47.319085,-122.352705,0.3647072979498047,0.3333333333333333,0.5042321517711
2,493,{A7CB6FEA-5428-4F09-B8B7-D4A9E9E1D4E9},2020-02-27,"Hello, just wanted to let you know that we have Asian Giant Hornets in King County. My coworker caught one in our work truck. We had it in a coffee cup for a couple of hours, but it got out. We are 100% positive that it was an Asian Giant Hornet. I am go",Unverified, ,2020-05-06,47.411352,-122.318568,0.345814217067623,0.375,0.5044461981331405
1298,2416,{DA5619F0-F0BD-42B6-8F6B-4FB678D53C59},2020-08-04,"Large orange hornet spotted in morning on white yarrow plant. This was shortly after I had watered the garden. It was at least an inch long, large wingspan. I have never seen an insect like it in the garden before. I didnot have my camera with me so no p",Unverified, ,2020-08-04,47.060715,-122.877059,0.4170722808324988,0.2083333333333333,0.5045452533633937
1459,2738,{241D8499-A639-421B-BA06-590BE60019F6},2020-08-13,"Saw LARGE, long 2"" wasp, orange stripes on black in front of building, flew up and away before I could get a picture.",Unverified, ,2020-08-12,47.690487,-122.354501,0.2855873060232733,0.5,0.5051660604766932
577,856,{BCCB7E67-84FD-4983-BB36-30FEA359135F},2020-05-29,"I tried to get a photo but they wouldn't stay still long enough.  I could see the orange on him from several feet away, it was very bright. They looked like a wasp almost except they were orange, and long.  There were several, too many to count hovering",Unverified, ,2020-05-29,47.32517,-122.352557,0.3634128259468858,0.3333333333333333,0.5052595748806884
284,358,{A2F4CD86-6970-445F-9205-2DE2411D71E0},2020-05-05,"Is this possibly an adolescent Asian Giant Hornet? More yellow than orange & about 1"" long. Flew in my home office window. Hit it hard enough with a stick it would have killed a yellow jacket. Scooped it into a cup & was fully recovered within a few minu",Unverified, ,2020-05-05,47.180593,-122.181657,0.3984082069913132,0.25,0.5058763821870593
1149,2161,{3F40DB6F-1DDD-4BEC-A84C-0156BDCA14D8},2020-07-30,I am not sure if it was a murder hornet but a giant orange/yellow/black flying bug circled my garbage can as I walked by with my kids in the stroller. I had my baby with me so I did not stop to take a closer look but it was about 10 times the size of a h,Unverified, ,2020-08-01,47.697016,-122.359768,0.2840638269793583,0.5,0.5062433228396411
998,1831,{E49EAB9B-4A09-4DED-B534-15E1BBD3A29F},2020-07-22,"I think a giant hornet flew in a window into my kitchen but did not get a photo. The body was about as thick as my pinky finger but shorter. It was aggressive, loud, clicking and flying around my dinning room light fixture, so I turned that of and turned",Unverified, ,2020-07-24,47.512456,-122.329903,0.3240313778460917,0.4166666666666667,0.5064042851598902
1537,2936,{41CB4842-CA50-4E2F-8964-96B4C5D1B446},2020-08-16,"Body was roughly two inches long before I killed it, and thick. Wings were just as long. Found on the nisqually river just outside Ashford, Wa. I can give better location info upon request. Location is not exact",Unverified, ,2020-08-17,46.748368,-122.062252,0.4933238625336718,0.0,0.5066761374663282
752,1280,{35B8B69A-3704-4F3A-822C-0F65E34982F4},2020-07-03, ,Unverified, ,2020-07-03,47.39907,-120.267058,0.4927959818967993,0.0,0.5072040181032007
2083,4159,{18447769-7550-4BDC-A167-B9B1FFAC04AD},2020-09-28,"It looked similar to a yellow jacket, but was at least 1.5 inches long. We saw it through our apartment window, but were not able to get a picture of it. Wanted to report just in case.",Unverified, ,2020-09-28,47.613821,-122.314007,0.302943322698091,0.4583333333333333,0.5073363854679617
501,779,{9C1691FF-594A-40C2-A9D4-08C285292327},2020-05-15, ,Unverified, ,2020-05-20,47.19174,-122.17064,0.3963646102610679,0.25,0.5075948353517469
1509,2867,{F8A195CB-591A-4C5D-B18F-32B1E8365E4D},2020-08-15,It flew through across the deck and made two appearances.  We tried to daze it and trap it but did not hit is hard enough because it fell to the ground and took flight seconds later.,Unverified, ,2020-08-15,47.244848,-122.476892,0.3784593648353865,0.2916666666666667,0.5077724243063753
532,780,{A51393EB-92F7-47E8-B4DC-EDC766F27CA6},2020-05-20, ,Unverified, ,2020-05-20,47.194781,-122.167289,0.3958192629854755,0.25,0.5080534159208608
754,1288,{A9E909DD-49E4-4D78-A4F0-C492150C5788},2020-07-03,Found floating in the Teanaway river,Unverified, ,2020-07-03,47.180501,-120.826972,0.4768567036959407,0.0416666666666666,0.5082504221597788
755,1289,{96852AD5-A514-45B4-B492-5456DDC98CA0},2020-07-03,Found floating in Teanaway river,Unverified, ,2020-07-04,47.180501,-120.826972,0.4768567036959407,0.0416666666666666,0.5082504221597788
1216,2208,{568417C4-441D-4807-8633-72AE7AE62C06},2020-08-01,"This is the 2nd giant Hornet weve found in our back yard. The first was a month ago, today we just encountered another.",Unverified, ,2020-08-01,47.196836,-122.181173,0.3949828050645489,0.25,0.5087567903880785
1646,3232,{1EA679ED-BB86-413E-8343-522F6C8BF2AE},2020-08-21,This is the 3rd one we've seen in our back yard. They all have been longer than my hand with huge wings and huge heads. We smashed all 3 before we could take a picture because our dogs keep trying to attack them. Please feel free to come set up traps or,Unverified, ,2020-08-23,47.196838,-122.181181,0.3949828050645489,0.25,0.5087567903880785
