,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,d,k
646,{4DD88B6C-6027-4F3F-9FB3-7A6CE74D51F9},2020-05-09,Biggest hornet I've ever seen was buzzing in my garden shed.  The picture is a little fuzzy; it looked like it was about 2 inches in size.,Unverified, ,2020-05-10,47.64321,-117.142029,0.8570055904961567,0.0
629,{A2BAA525-8B37-4B26-AF7B-649C1CD85569},2020-05-09,We saw what we think was the asian giant hornet on a tree by a dock at lake sawyer in black diamond. I have more pictures but it was hard to safely get a good quality picture from different angles.,Unverified, ,2020-05-09,47.328075,-122.039486,0.3702298483881749,0.04878048780487805
628,{05AD5D8D-B2C6-4462-81B5-906BF3E3E00D},2020-05-09,"Kinda yellow, so think it may be a bald-faced hornet, but wanted to be sure.",Unverified, ,2020-05-09,47.582244,-122.383548,0.30430984717284965,0.4878048780487805
650,{071590E5-2F12-4BED-BBDB-E4E208579D0A},2020-05-09,"Orange in color, stinger in tact, orange face, black ""eyes""",Unverified, ,2020-05-10,46.190344,-122.911506,0.5873628961200742,0.024390243902439025
639,{44E31EA2-8F3A-4D21-A0F8-6E9E803FA8D2},2020-05-09,One Asian Giant Hornet entered through an open window on the NW side of the house on the 2nd floor. The hornet was stuck between the blinds and the window. It was much more aggressive than the nice Paper Wasps that hang out in our yard (but the Asian Gia,Unverified, ,2020-05-10,47.571801,-122.058107,0.3212237565703522,0.12195121951219512
627,{96A15FDA-01F1-4394-8569-B725D331FF46},2020-05-09,There appears to be an asian hornet in our house.,Unverified, ,2020-05-09,47.588348,-122.24509,0.30870400753501653,0.17073170731707318
645,{1D2AEEB7-448F-4750-86A4-E300D0DB298D},2020-05-09,About 2” long with abdomen roughly 1/4” wide. Mostly black.,Unverified, ,2020-05-10,47.731662,-122.201244,0.28232385379637226,0.24390243902439024
637,{0961886F-A56F-48FE-BCD3-8F87F30C1CE6},2020-05-09, ,Unverified, ,2020-05-09,47.628382,-122.088476,0.30853120347583024,0.07317073170731707
660,{DD6E01F3-C9E3-45FA-817A-E4BCDFC37AAC},2020-05-09,Large 2 inch reddish insect struggling on ground thought was termite turned over before it was able to fly away abdomen had yellow and  black stripes,Unverified, ,2020-05-10,47.793138,-122.276812,0.26638600249141675,0.34146341463414637
635,{8F665D24-255E-49F2-B0FB-51D25799BD38},2020-05-09, ,Unverified, ,2020-05-09,47.854597,-121.926726,0.275816166864157,0.07317073170731707
672,{FF04E45B-878D-4CFB-986C-516CEB870692},2020-05-09,"A large, 2 inch hornet relating almost exactly to this description (and also the murder hornets that have been in the media lately) knocked into my patio window at the time stated above. It lingered only for a couple seconds before it flew away so I wasn",Unverified, ,2020-05-11,47.618391,-122.191666,0.30519475587154016,0.2926829268292683
655,{2E307A21-3D71-4F70-B7C5-5D14D37B7C95},2020-05-10,"Big hives of bees/hornets, I don’t know what they were but really big cloud and very loud flying over our house.",Unverified, ,2020-05-10,47.62986,-120.68945,0.42374403731048527,0.5609756097560976
656,{A98ED7C1-8961-4110-B463-18028950CF2E},2020-05-10, ,Unverified, ,2020-05-10,47.62986,-120.68945,0.42374403731048527,0.5609756097560976
654,{E6F2F8A2-5612-40A8-BAC4-CAABFE708AE5},2020-05-10,Have in a container and picture,Unverified, ,2020-05-10,47.512323,-117.721467,0.7923654786862335,0.024390243902439025
657,{BCCB63FB-09EF-42F0-B0DF-9B8DA4A1AAB2},2020-05-10,Riding my bike with my daughter I think I saw a big hornet bee... it was flying around us so I decided to ride my kid first before to take a picture. It looks bigger than a normal bee like my finger size,Unverified, ,2020-05-10,47.623028,-122.202568,0.3037477592440677,0.2682926829268293
652,{1CAC3D32-E4E4-4303-A6AE-C086CF3C9734},2020-05-10,"My daughter's just saw one at the Walmart in Clarkston, WA. They identified it by a picture online. My daughter said it was 'freaky big.' They didn't think of pictures because of it being mother's day and being in a hurry to get back. But, my daughters a",Unverified, ,2020-05-10,46.423105,-117.042043,0.9936670160726764,0.0975609756097561
651,{DAABC526-863F-401C-B542-D6DD102B7012},2020-05-10, ,Unverified, ,2020-05-10,47.62986,-120.68945,0.42374403731048527,0.5609756097560976
664,{2E45994B-8039-49ED-BDC5-DECA380347B8},2020-05-10,"Second observation.  First observed 4 weeks ago.  Tried to trap in bucket but was not successful.  Saw another today at 1600 hrs.  Did not look like any local wasp.  It was much larger, 1 1/2 - 2 inches, black body with orange strips.  Not able to get a",Unverified, ,2020-05-10,47.907658,-122.678874,0.22816402333424485,0.04878048780487805
663,{C3A16D90-56AA-4037-85AC-E3E3B73CA1E4},2020-05-10,Not sure if it's an Asian hornet or bald faced hornet so I figured I'd let you guys determine that,Unverified, ,2020-05-10,48.746531,-122.427553,0.0842600188375414,0.36585365853658536
717,{23A819C1-3CD5-40FD-BE63-E9F9649D9F88},2020-05-10,"Guemes Island @ about 1300hrs one landed hard on the table on my deck, saw it from its topside & flew south. After verifying with photos it was definitely Asian hornet. Happened too quick to get photo.",Unverified, ,2020-05-14,48.570304,-122.648863,0.09460927293166835,0.0
662,{C898151F-1DF2-4B10-81C6-CC48BE003938},2020-05-10,Found this dead insect today it is decomposed so no idea what it really is.  I collected it in a jar.,Unverified, ,2020-05-10,47.497239,-122.376487,0.32193396226415094,0.3170731707317073
648,{5EE2790B-F362-4853-90A7-10C6576B80B3},2020-05-10,"Oh hey, I am the kitsap person with the hornets from last year. I forgot to leave my contact info. here it is. I get back to email within minutes. Sorry about that",Unverified,Thank you. We'll be emailing you very soon.,2020-05-10,47.417355,-122.637451,0.3314097013338195,0.04878048780487805
658,{F4BAE5DD-31B5-40C6-A3AF-8E400489F9D4},2020-05-10,"Found in our beach house after leaving several doors open. All the windows are 2 feet by 2 feet. Looks like it might be an inch and a quarter or an inch and a half. We were leaving today anyway, so we plan to just close all doors and have leave it in the",Unverified, ,2020-05-10,48.008461,-122.568649,0.21059497766839852,0.12195121951219512
661,{6503D1D6-2171-4DEF-96DD-ECEF78A655BF},2020-05-10,"Found dead in my parents driveway in Olympia, WA",Unverified, ,2020-05-10,47.162526,-122.810227,0.38266414486677,0.0
644,{8C158665-E406-4213-B86B-D89BBB5C1EA7},2020-05-10,Near a beehive,Unverified, ,2020-05-10,47.035506,-122.900333,0.4089588460486738,0.24390243902439024
659,{87CD019E-B927-4A68-87A6-38F0B1E1B0ED},2020-05-10,"I saw a very large hornet in our yard.  I do not know if it was a killer hornet, but it was very large and have not seen one here before today.",Unverified, ,2020-05-10,48.202842,-122.310685,0.18520417464223865,0.0
643,{C3CF6472-BD49-4285-B013-49483E0587BC},2020-05-10,I saw this about an inch and a half long laying on its back on the sidewalk behind my house. Looks exactly like the pictures online. I thought it was a beetle. These pictures are taken right after I smushed it. Feel free to call or email me also 206-681-,Unverified, ,2020-05-10,47.137752,-122.321871,0.3975822623279555,0.12195121951219512
680,{10935A53-BC63-4AB4-A4F2-65922787A768},2020-05-10,My husband and I saw this very large bee on the Stimson trail near the Geneva pond site on the lake Whatcom side. It was about 2 “ long and it’s wings were about an inch long. I have a photo but was unable to download it to this site.,Unverified, ,2020-05-11,48.671553,-121.275845,0.2356724546531766,0.0
670,{39933C38-C111-41DE-BA56-9ADF8C7A95C3},2020-05-10,found on the boom of our sailboat once lowering the boom...killed and kept it just in case it was,Unverified, ,2020-05-11,48.670776,-122.556451,0.08302950202047825,0.0
640,{67602103-F3F0-4C65-943D-A65E3D9D9962},2020-05-10,"Spotted one in caught in mesh over a garden bed. It got away before I could get a photo, but it had an orange head and was about an inch long.",Unverified, ,2020-05-10,47.511729,-122.029164,0.334527770181995,0.1951219512195122
641,{A59DFDDB-8292-4D19-A560-23AEE0396FB8},2020-05-10,"A large hornet is building a nest on an outsider light.  It's the biggest hornet I've ever seen, definitely more than one inch.",Unverified,Asian Giant Hornets make their nests in the ground.,2020-05-10,47.091118,-122.682562,0.39910141889223105,0.04878048780487805
686,{29166E2B-1747-4878-9F20-1ADEEB12DE02},2020-05-10,I was walking with my kids by Ardmore Park yesterday and Saturday and both days I saw them in the same spot.,Unverified, ,2020-05-12,47.635832,-122.113291,0.30573975328897396,0.14634146341463414
697,{50A37E9A-96A6-40CF-8BD7-82CD5D5CB5B5},2020-05-10,Sitting on back porch - what we thought was humming bird flew by very fast but it was a large insect with a large orange head. There were honey bees swarming about quarter of a mile away from sighting. Sorry no picture.,Unverified, ,2020-05-12,47.653198,-121.91749,0.31386344301643726,0.07317073170731707
642,{4BE4BFF8-BAEF-4164-ACA3-0842EFAB0F46},2020-05-10,Costco parking lot in sequim,Unverified, ,2020-05-10,48.07875,-123.12615,0.18976544222647587,0.07317073170731707
696,{B700D679-7205-4E34-BA48-DFE9C23AF83F},2020-05-11,"I am a 48 year old Washington state native, I am not allowed to carry a camera phone at work so i have no photo, however this was an easy ID to make considering the size and color of the insect. I had a co worker with me who can verify the incident.",Unverified, ,2020-05-12,47.732628,-122.7303,0.2636951964269437,0.0
675,{73E2BA93-DD14-485C-95AA-44B4C90C0053},2020-05-11,I have a friend who works as a grounds keeper at the Desert Canyon golf course in Orono Wa. He has been attacked by these hornets several times. He said he noticed them around this time last year. There are several elderly people who live on the course a,Unverified, ,2020-05-11,47.72175,-120.18405,0.46659944398869746,0.0
677,{4CB7833B-57AF-4542-9BEB-C4308CA42D82},2020-05-11,I noticed a honey bee in my house last week and this huge hornet this week,Unverified, ,2020-05-11,48.764641,-122.488421,0.07526281408561968,0.8048780487804879
678,{C92FF96E-9EB1-429C-BB78-8F92D42BCA47},2020-05-11,Spotted flying across yard back and forth into bushes.,Unverified, ,2020-05-11,47.191265,-122.565487,0.38011765867590314,0.07317073170731707
679,{91CBB1D8-643F-4BEE-A181-79A9BC604563},2020-05-11,Elm st Bellingham Wa in my apartment,Unverified, ,2020-05-11,48.764023,-122.488434,0.07534446875094948,0.8048780487804879
742,{EB17DAE4-6397-4E44-A6CD-E7D58DA60020},2020-05-11,I had seen another one in my neighborhood in April.  Sorry no photos but smashed it.,Unverified, ,2020-05-16,47.510271,-122.020286,0.3352911463555434,0.14634146341463414
665,{B2A5DFF0-D6E4-4F9D-AE65-408DCFC6D2CA},2020-05-11,"Found poss carcass or shed at puyallup river trail, Sumner side. Also lots of holes in ground poss nest?",Unverified, ,2020-05-11,47.62986,-120.68945,0.42374403731048527,0.5609756097560976
681,{D20832E6-50C5-473F-96ED-C5E227D15BC5},2020-05-11,"I couldn't get a good look because it was flying, but I saw what looked to be a wasp or hornet over an inch long.",Unverified, ,2020-05-11,47.637093,-122.189329,0.3016000516513232,0.17073170731707318
682,{1B8EC286-4655-4927-9B08-D76738869233},2020-05-11, ,Unverified, ,2020-05-11,47.10236,-122.58724,0.398290569076049,0.0
673,{99B2A723-1B65-4BA0-ABAE-91542A8CF15F},2020-05-11,it seems pretty mad and really looks like it,Unverified, ,2020-05-11,48.75235,-122.47122,0.0787625710205694,0.9024390243902439
707,{84B44BF3-9A63-4A3E-A1D1-AFAC41FC0AEC},2020-05-11,"2"" or larger hornet came to hummingbird feeder at dusk. Unable to see colors",Unverified, ,2020-05-13,47.742147,-117.468168,0.8062182876067209,0.14634146341463414
671,{A5EBE786-D1B0-4EB2-98E7-E22E9445E63A},2020-05-11,I have other photos if needed. It is a large bee with striping on its body that matches the photos. Last night on our security camera there was a swarm of insects that were traveling together intentionally. I’ve never seen anything like it and this mor,Unverified,"Yes, please upload a photo(s)",2020-05-11,47.565472,-122.135335,0.31845319478625467,0.1951219512195122
666,{E708056B-98C6-42D1-B349-DCEC8F96CF70},2020-05-11,large hornet tired out after being stuck in my atrium all day. caught in cup and released in back yard. had seen it 2 nights ago on the fence.,Unverified, ,2020-05-11,47.459452,-122.357655,0.3303292012274785,0.2926829268292683
669,{BDBB22C5-8F84-4A7E-A788-7ECBACE6CD01},2020-05-11,"This is the 2nd one in 24 hours that I have seen and killed in my front yard. The two stayed within the area throughout the day and stayed mainly low to the ground (grass, driveway and fallen leaves). The first one I squished pretty good and was hard to",Unverified, ,2020-05-11,47.353364,-122.211859,0.3574746300853766,0.04878048780487805
668,{66434C91-71CA-43A4-A7CA-F8B492704E6D},2020-05-11,Hello. We went to Mt. Baker for mothers day today and couldn't help but notice when we got back into the car we saw a very large bee (bigger than any we've seen) on our car window for about 3 seconds. We didn't have enough time to take a picture or reall,Unverified, ,2020-05-11,48.776223,-121.820152,0.1567522711390636,0.0
667,{4D9F3C91-046E-4931-A8D5-6986B8781848},2020-05-11,Inside garage,Unverified, ,2020-05-11,47.68781,-122.669589,0.2742229514173731,0.0
674,{190654D3-FFF5-44E4-9B40-4779FA2F92E6},2020-05-11, ,Unverified, ,2020-05-11,47.385209,-122.044826,0.3586310880199313,0.07317073170731707
695,{7F4C95F9-8F1E-4CE8-92AF-A933E22B51BD},2020-05-12,"Very large, dark body, bright face.",Unverified,It is very difficult to tell what insect is.,2020-05-12,48.054153,-122.156647,0.22313371616078756,0.24390243902439024
715,{69CB8F8E-1828-419C-A03E-E559211FD7BF},2020-05-12,I’ve seen a lot of bees. I spend a lot of time hiking in the woods. I am 99% positive that it is the Asian giant hornet. I have no photos,Unverified, ,2020-05-14,47.378451,-122.944577,0.3364514021815089,0.024390243902439025
700,{CAE134DF-A46F-4707-AC92-59BF287D224C},2020-05-12, ,Unverified, ,2020-05-12,48.755202,-122.613553,0.06416917327499773,0.024390243902439025
693,{B963DBF2-E1D9-45CC-AE8C-535726FD463E},2020-05-12,"Very large dark insect hit my sliding glass door several times. I look up and see this huge insect hitting my door. It flew south & happened so fast I didn't get much detail. I've never seen anything so huge like 2"" long or so & big dark head",Unverified, ,2020-05-12,47.800476,-122.373598,0.26046129189074224,0.2682926829268293
698,{AE9E8D34-2417-4F0F-9E3E-B680B48A9BD0},2020-05-12,97th and Roosevelt Seattle WA 98115,Unverified, ,2020-05-12,47.700118,-122.317628,0.2830663415671619,0.5121951219512195
692,{80E955EB-00C7-4640-B6AA-9773C8503D16},2020-05-12,"Extremely large, feeding from flowers on our patio.",Unverified, ,2020-05-12,48.154061,-122.336601,0.19278856378938417,0.0975609756097561
687,{C07FC467-8CAD-4A95-B48E-16EAF04ABD55},2020-05-12,"Found three, only one of which appeared to be alive, inside one of our sprinkler system boxes.",Unverified, ,2020-05-12,47.675517,-117.095459,0.8606667578160607,0.024390243902439025
694,{55B93ECA-6B02-415B-BBAF-158A9B287B7C},2020-05-12,Large dark hornet in my gazebo netting,Unverified, ,2020-05-12,48.054142,-122.156769,0.22312801932367152,0.24390243902439024
731,{C9FDE868-2423-4484-8B02-C60B7EF9DF89},2020-05-12,"spotted three with yellow faces and yellow stripe about two inches on the wetlands path of Douglas Carter Fisher Park in Vancouver, WA",Unverified, ,2020-05-15,45.660528,-122.619079,0.7009388387567224,0.17073170731707318
685,{BD643C9E-E5E4-4B12-98FF-919F8D84D374},2020-05-12,"loud buzz. Landed on my shed, where the little blue fuzzy bees like to hang out.",Unverified, ,2020-05-12,48.927932,-122.137019,0.10598965454379729,0.0975609756097561
683,{421EE892-BC0E-49A4-AE60-CAC06A224B13},2020-05-12,"1.5"" long.  On outside of my car window.  Held on 1/2 mile in strong wind.   Eastsound, WA - Orcas Island   Is it the Asian Giant?",Unverified, ,2020-05-12,48.702931,-122.911457,0.057236122504785346,0.0
1066,{0C852A4E-8ADD-46D1-8895-D8D9305D03AB},2020-05-13,I was indoors when i heard a loud thud on the window and saw a very large hornet.,Unverified, ,2020-06-15,48.725687,-122.489292,0.0806368304317443,0.6097560975609756
890,{9D8D015E-F17C-49C1-BB33-6BA91CD34F48},2020-05-13,We have seen them 2 times on Rosario Crest Lane 98221,Unverified, ,2020-05-30,48.421249,-122.664484,0.1231257405888251,0.0975609756097561
710,{4AFECC2C-E471-42CC-93E3-75D6EE69A42A},2020-05-13,"1-1/2 to 2” long, hovered near our window for a minute but flew away before we could get the camera",Unverified, ,2020-05-13,47.879027,-122.003319,0.2659815270561784,0.0975609756097561
706,{3F38AF5B-E2CA-4771-AECF-2291773C9198},2020-05-13,Flew into my car on my way to work was about 1 inch and some change long and dark orangne,Unverified, ,2020-05-13,47.151494,-119.28453,0.64181706316653,0.07317073170731707
724,{5F8F1A3B-EF16-4F1C-951E-581C40EC588A},2020-05-14,"Outside gardening when I saw a giant hornet (2 inch) come up to a honey bee and attacked it in the air, took it down to the ground and continued attacking it. I caught it for a moment but it got away so quickly.",Unverified, ,2020-05-15,48.421451,-122.666603,0.122992814389451,0.0975609756097561
721,{E9E63212-6325-4377-A8F2-5FE569399FF7},2020-05-14, ,Unverified, ,2020-05-14,47.183252,-122.203503,0.39235446480114244,0.1951219512195122
716,{4C3E63E3-F727-4BB0-B346-D367BE02246B},2020-05-14,Was on my back porch and saw my puppy bouncing around something huge and yellow. Took a closer look and realized it was a wasp and immediately took him in. It’s been raining so it couldn’t fly so was able to get close. It was over an inch long. I too,Unverified, ,2020-05-14,48.112215,-122.172661,0.2113298696563668,0.07317073170731707
713,{39FFB125-75E0-4317-A4F3-260CDC06A030},2020-05-14,"I was at Point Defiance, adjacent to the pavilion near the rhododendron garden when the possible Asian hornet passed me.  This is by no means a positive identification.  What I saw was a large flying insect that appeared light orange.",Unverified, ,2020-05-14,47.30775,-122.523616,0.35674923282593507,0.07317073170731707
712,{E839F3CB-1636-4C2A-B175-42DF580CEFBA},2020-05-14,"The hornet was about 2 1/2 - 3” long, yellow, black with green tint.  Wings were about 2-3 “ long.  Never seen anything that big before.  It was resting on our palm tree and then it took off.  Not enough time for a pic. We’re in Sumner wa",Unverified, ,2020-05-14,47.19893,-122.239585,0.38781978245678,0.04878048780487805
730,{A33354EB-C2AB-4DFA-AB5A-DE65FAAC874A},2020-05-14, ,Unverified,There's no way we can identify that insect definitely.,2020-05-15,47.574972,-117.678159,0.7924091544374564,0.0
719,{9F5E8DE6-2505-4EF9-BDAD-DB1D26F1CA54},2020-05-14,Lutz Florida,Unverified, ,2020-05-14,47.62984,-120.68945,0.4237478352018959,0.5609756097560976
732,{2196E9AA-8EAA-4AC9-B5FA-CFC694EA6C3A},2020-05-15,"Flew off too quickly to get a good look at it, but appeared to be about 2 inches in length and had a red underbelly.",Unverified, ,2020-05-15,48.01479,-122.06411,0.23680612523926717,0.07317073170731707
779,{9C1691FF-594A-40C2-A9D4-08C285292327},2020-05-15, ,Unverified, ,2020-05-20,47.19174,-122.17064,0.3918949199404491,0.1951219512195122
726,{02B30884-3FFE-4155-97B7-3921FCD5D62F},2020-05-15,"I live in Bow (in the flats) and was shocked to see an Asian hornet land on kitchen window screen from the outside. It stayed a few seconds and then flew off. Not enough time for a picture, but as farmer we are very familiar with what’s out here and wh",Unverified, ,2020-05-15,48.545183,-122.428427,0.11496976878437093,0.024390243902439025
733,{4892742E-F185-47A9-81CC-CDDDCFAD65C6},2020-05-16,"It is about 2 1/2 inches, It is stuck in my sky light trying to find a way out of our home family is too afraid to remove or go near it",Unverified,It is really hard to see what exactly that insect is.,2020-05-16,47.82903,-122.098062,0.26924581472366543,0.0
879,{084C8A69-D64C-4C1B-8E23-912E1137247E},2020-05-16, ,Unverified, ,2020-05-30,48.75235,-122.47122,0.0787625710205694,0.9024390243902439
783,{7BCEC941-4C05-49D4-8D71-9E7A962C1906},2020-05-16,"Unfortunately, no photo, but I don't know what else this creature could have been.  It was much larger than regular hornet, bee, wasp.  It was dark gold and black with a very loud buzz.  It was violently attacking a smaller insect.",Unverified, ,2020-05-20,48.145111,-122.511066,0.18526304195910434,0.0975609756097561
735,{0D607BE2-F198-43F7-8B71-EE3AABF94A19},2020-05-16,"I'll try to get a picture. It was about 2"" long and it's body was round (fat). It was orange and black. Below the thorax, it was orange and black, alternating stripes. It was flying alone, looking for a spot to nest, I suspect.",Unverified, ,2020-05-16,48.909588,-122.67764,0.036002111627624345,0.0975609756097561
752,{34775317-F6A2-41F8-B3E7-63463C221B51},2020-05-17,Seen outside our third floor window at an apartment complex. A wasp nest has been spotted near sighting at apex of roof’s eave line.,Unverified, ,2020-05-17,47.662843,-117.188122,0.8493813234891989,0.0975609756097561
749,{0878C602-0ED4-4396-9143-6A38B6577277},2020-05-17,"Found sitting on a deck planter.  Sprayed and trapped.  Hornet about 1 inch long, with markings similar to descriptions online.  Larger than any hornets or wasps commonly seen on our property.  We kept the specimen if needed.  No photo.",Unverified, ,2020-05-17,46.854602,-122.610493,0.4498431470847386,0.0
751,{801A5795-EC70-4C20-85B3-BC452B0AECB4},2020-05-17,"Landed on both me and my husband. Sat still on my shoulder, long enough for me to wriggle out of my sweatshirt. Then attempted to photograph it but it flew off. It was very large with an orange face",Unverified, ,2020-05-17,45.550748,-122.559399,0.7246984474219914,0.0
753,{FFCF73D5-EC41-4EE3-A3A6-2DCD831E4D92},2020-05-17,"Unable to capture a photo, solo flying bug hovered through our garden, approximately two inches in length. We have a number of large flies, bees, and hornets in the area but I’ve never seen one that looked like this. Will attempt to grab a photo should",Unverified, ,2020-05-17,47.436259,-122.038348,0.3488686081487558,0.024390243902439025
745,{107A6978-F622-4E59-BC9F-3E40D403EE2E},2020-05-17,"Was about 2 inches long. Orange face, big abdomen, dark wings. Flew into my garage, and then flew out. Wasn’t able to take a photo because I didn’t have a camera or phone.",Unverified, ,2020-05-17,47.805899,-122.241262,0.26565490839485917,0.14634146341463414
746,{30CAB426-7DFB-4A93-840D-2925BED86F56},2020-05-17,"Was about 2cm long but very “fat” looking, we trapped it and tried to squish it but it wouldn’t die so we managed to flush it down our trailer toilet",Unverified, ,2020-05-17,49.05246,-118.21022,0.647534788685322,0.0
778,{58257BA3-C4BB-4742-8F3C-4E870D3A3815},2020-05-18,Driving a tractor it bounced off the windshield.,Unverified, ,2020-05-20,48.515512,-122.129944,0.14757846443654482,0.0
766,{3737F6C0-0D28-4764-8381-AD37FF007ACA},2020-05-18,"Seen on back deck, went inside to find something to capture it and came back out and it was gone",Unverified, ,2020-05-19,47.06272,-122.700687,0.4048305380852551,0.07317073170731707
760,{342A26DF-C57B-4684-BB46-A9B03CEE57A9},2020-05-18,He was huge wasn't afraid of me he had distinctive blk and orange features,Unverified, ,2020-05-18,47.665121,-117.305353,0.8337245161486343,0.04878048780487805
761,{4F1D4A58-1A00-4E4B-A587-28A7CF6470E2},2020-05-18,"I was unable to get a photo, it flew away before I could get to my phone. But, it was on my kitchen window and it was over an inch in length, was a dark color, the legs were long and looked hairy or serrated, the body wasn't fat, and the sting stuck out",Unverified, ,2020-05-18,48.772424,-122.492664,0.07376454592410295,0.7317073170731707
757,{F68AE3CE-D12A-4B2D-8FB3-A1DA9A358E12},2020-05-18,Big orange headed bee,Unverified, ,2020-05-18,47.309315,-122.36229,0.3609743870203263,0.24390243902439024
756,{63792B28-DC25-44FA-8E09-0CFB87D58F01},2020-05-18,"Was in my backyard observing the bees in the garden and as I was heading inside, saw a GIANT bug flying into the rhododendron bush. It had a bright orange and black head and less bright orange stripes. I had my baby with me so I ran inside but have been",Unverified, ,2020-05-18,47.560433,-122.273675,0.313073481603014,0.17073170731707318
953,{AE481538-DBFD-4368-9CD0-256FE8158EAA},2020-05-18,Know my wasps been stung by enough of them. Pro painter and checked on endigenous species of washington. Was sighted and killed in Kenmore Washington. Also i watched a video on this species.,Unverified, ,2020-06-04,47.77005,-122.262935,0.2716403852581047,0.4878048780487805
812,{2ED7F619-A60F-4418-AA49-053C006920C9},2020-05-19,We saw a huge wasp,Unverified, ,2020-05-25,47.682276,-122.311269,0.2869306960775378,0.4634146341463415
774,{1591E73E-CC34-4C3A-B398-B4355D69F774},2020-05-19, ,Unverified, ,2020-05-19,46.232395,-119.0982,0.7955120317199892,0.024390243902439025
801,{E2D77F69-2A4E-4468-8A6A-330E401D34AE},2020-05-19,inside bird house  saw a swarm of them outside the entrance got stung when mowing next to the nest very aggressive and large,Unverified, ,2020-05-24,48.08104,-123.105015,0.188983076595874,0.07317073170731707
800,{B7F038C1-B25D-4ED5-AF7F-04CB3C3C7F0E},2020-05-19,I do not have a picture. Maybe two weeks ago I saw the largest hornet I have ever seen and I thought it might be one of these hornets. I tried to kill it with a fly swatter and thought I hit it very hard but there was no sign of it. Later on I saw one in,Unverified, ,2020-05-24,47.309315,-122.36229,0.3609743870203263,0.24390243902439024
771,{3758B5DB-CE27-4517-B937-958B3D78AB80},2020-05-19,It flew into my humming bird feeder. Seemed to be large and dark.,Unverified, ,2020-05-19,47.92037,-122.418026,0.23443624099899738,0.024390243902439025
772,{6BC95B60-7A8E-49B9-9816-7FFED227B534},2020-05-19,Was on my windshield as I entered my car to pickup m son from school,Unverified, ,2020-05-19,47.680155,-117.43123,0.8159427885637895,0.1951219512195122
988,{3BA03C2E-17E9-41EA-B333-2710F9875635},2020-05-20,hornet flew into the basket of petunias that I was deadheading....definitely an Asian giant,Unverified, ,2020-06-08,48.963018,-122.790585,0.01680756843800322,0.2682926829268293
782,{15431DE5-10B1-4AFD-8E49-5483386EAA15},2020-05-20,I don’t remember the date. I just remember seeing it on my railing and knew it was something I didn’t want to mess with. I had no clue at the time what is was. A couple others in town have seen them also.,Unverified, ,2020-05-20,47.009562,-124.158188,0.4462617354844591,0.07317073170731707
777,{0B4A6A3B-8B1C-4DC2-B55C-39EE0F802F8E},2020-05-20,"At Douglas Carter Fisher Park, Vancouver, WA",Unverified, ,2020-05-20,45.660527,-122.619105,0.7009388387567224,0.17073170731707318
483,{3D9D9723-6CC7-4E36-8572-374C71A69160},2020-05-20,"About an inch long, very big. Same colors as described.",Unverified, ,2020-05-06,47.902824,-117.512904,0.7884859326102149,0.0
788,{481AD543-5EE5-4FF2-96CF-1AEC2B6CFF11},2020-05-20,"I heard one on the 17th, and then saw and heard one on the 19th. This is in the woods behind Cypress Place Condos",Unverified, ,2020-05-21,48.726825,-122.477416,0.08167745267827303,0.7560975609756098
784,{FA205CFF-9B8D-4771-8670-64D334ED785D},2020-05-20,"Large hornet landed on a ""medical waste management"" employee's helmet. Coworker first thought it was lighter. Another was seen flying, when they realized what it might be, all workers fled the area.",Unverified,"If you see it again, try and get a photo. Then, visit us again!",2020-05-20,47.530665,-122.336258,0.31658653115790114,0.4634146341463415
780,{A51393EB-92F7-47E8-B4DC-EDC766F27CA6},2020-05-20, ,Unverified, ,2020-05-20,47.194781,-122.167289,0.3914087898398809,0.17073170731707318
881,{F318A8EC-E6D5-44B1-80EA-D437ECAF29C9},2020-05-21,I live right across the street from dash point State Park trailhead when I was out on my Lanai 1 these killer bees and got in close I got a good sighting it sounded like a 747 blazing off. I would suggest setting traps out in dash point State Park!,Unverified, ,2020-05-30,47.62984,-120.68945,0.4237478352018959,0.5609756097560976
792,{70A2D752-1CAC-48B6-BA07-E90C283F77B1},2020-05-22,A large Hornet can be seen entering and leaving a structure west of my property line. My address is 3049 Main St Custer wa.,Unverified, ,2020-05-22,48.91711,-122.646369,0.039027132136237964,0.21951219512195122
831,{1D3831EA-BE54-4643-B33C-471D7BC08044},2020-05-22,"landed on my window frame and then took off, got a good look",Unverified, ,2020-05-27,47.678766,-122.369791,0.28520265548567436,0.8048780487804879
895,{90E5EBA8-27B8-424E-A0E9-0E64478ED71F},2020-05-23,We noticed the abnormally large hornet on a bush that was also filled with large bumblebees. We noticed because the hornet was the same size as the big fuzzy bumblebees.,Unverified, ,2020-05-30,48.32114,-118.127398,0.6800029623553004,0.0
875,{CD1B193C-F5ED-4E1E-BD89-20BC366245A7},2020-05-23,I saw one fly by my garden in Bitterlake area of Seattle.,Unverified, ,2020-05-29,47.60357,-122.32945,0.30205389967490054,0.4146341463414634
794,{9652FE6F-A48A-4A04-B55A-45E1E55AB339},2020-05-23,I thought I saw a couple of them swarming around a bush in my front yard,Unverified, ,2020-05-23,48.9089,-122.743711,0.02852026554856744,0.12195121951219512
