,0,1,Lab Status
1934,-61.83468,-11.131381,Negative
1938,27.79046,-35.336475,Negative
1939,-62.48247,21.725458,Negative
1940,-68.18259,22.941784,Negative
1943,36.17649,-36.560406,Negative
1944,-4.1035795,-30.436712,Negative
1946,-20.699492,-59.540546,Negative
1947,1.8225359,-83.208176,Negative
1948,-68.61252,-5.51466,Negative
1949,-13.632083,-73.3327,Negative
1950,-68.94073,4.933405,Negative
1952,-22.067879,26.808434,Negative
1953,-14.569244,-60.5074,Negative
1955,-56.536213,-8.311961,Negative
1956,-56.96588,-14.583133,Negative
1957,-74.85633,-1.6729822,Negative
1958,-69.85045,10.025496,Negative
1962,3.5576115,-31.917105,Negative
1963,31.95767,-35.165257,Negative
1964,-69.60434,9.101621,Negative
1965,-13.890477,-63.038418,Negative
1968,6.473117,-35.421307,Negative
1969,36.941414,-36.09211,Negative
1972,23.480438,-31.53555,Negative
1973,-39.20357,-10.787786,Negative
1975,-71.90462,14.597588,Negative
1976,4.4022064,-88.02588,Negative
1977,52.056103,-25.895964,Negative
1978,-63.458405,-10.156904,Negative
1979,-71.40531,8.992225,Negative
1984,-64.373535,30.401997,Negative
1985,-56.431328,-5.5046153,Negative
1987,-72.90583,13.116953,Negative
1990,-2.496993,-77.44527,Negative
1992,10.088095,-55.14832,Negative
1993,-12.904348,-53.428486,Negative
1994,-16.611265,-60.532963,Negative
1995,10.521983,-60.49995,Negative
1996,35.01405,-33.653152,Negative
1997,-64.57176,25.585445,Negative
1998,51.39744,-30.031807,Negative
1999,16.03,-40.610275,Negative
2003,6.1352944,-33.491444,Negative
2004,-62.111073,-9.966793,Negative
2005,71.86623,-4.2274694,Negative
2008,-4.1547866,-36.514404,Negative
2014,-69.16582,18.662409,Negative
2019,21.610258,-53.030792,Negative
2022,-43.17784,-11.149119,Negative
2024,-50.781704,-4.5595794,Negative
2025,-54.956383,-5.753185,Negative
2028,-62.941467,-9.339204,Negative
2032,5.172026,-46.912952,Negative
2033,-11.833778,-54.2642,Negative
2034,-65.90145,27.419521,Negative
2036,-75.08586,-0.2662593,Negative
2037,24.73126,-39.825993,Negative
2038,-9.465565,-74.09484,Negative
2041,79.934265,13.879774,Negative
2042,17.961817,-55.41398,Negative
2043,-12.921169,-72.59717,Negative
2046,51.195942,-30.102493,Negative
2047,4.2888803,-40.147934,Negative
2048,-20.549953,-61.88311,Negative
2051,-1.5707017,-87.463326,Negative
2052,45.405033,-41.32613,Negative
2055,26.311554,-51.93786,Negative
2056,-53.35809,-21.507933,Negative
2057,-12.306832,-55.79952,Negative
2058,43.657017,-35.612396,Negative
2063,-11.03607,-78.84156,Negative
2064,5.1354384,-45.783348,Negative
2066,-2.7769501,-77.38418,Negative
2067,23.56066,30.196976,Negative
2068,11.127896,29.746403,Negative
2069,-19.645884,-60.31958,Negative
2070,12.550326,-42.343334,Negative
2072,-62.26947,29.911663,Negative
2073,-12.656094,-73.52477,Negative
2074,3.6314068,-47.60545,Negative
2076,7.4892254,-87.95311,Negative
2079,-59.846607,-17.33438,Negative
2083,1.9435693,-45.207207,Negative
2084,12.138138,-12.819734,Negative
2085,-61.97221,-17.444923,Negative
2086,-71.769165,10.108054,Negative
2092,-62.655624,-11.810286,Negative
2094,-68.64173,8.92954,Negative
2095,-70.273796,-0.241593,Negative
2102,4.7941337,-33.23057,Negative
2103,-51.3557,-5.515132,Negative
2104,1.5490371,-41.13734,Negative
2108,-13.187287,18.528624,Negative
2110,-66.132744,22.575008,Negative
2114,-8.732162,-50.48307,Negative
2115,9.332058,-40.5873,Negative
2116,-9.658337,-52.185432,Negative
2120,2.848602,-38.77105,Negative
2124,48.36271,-36.95815,Negative
2126,10.105092,-57.646824,Negative
2127,-67.092865,-10.126219,Negative
2128,-71.08653,11.421732,Negative
2129,25.490915,-37.90989,Negative
2131,-54.55302,-23.442123,Negative
2134,-67.89224,22.049322,Negative
2140,38.72892,-34.443287,Negative
2147,17.794024,-39.56026,Negative
2148,-68.30487,21.249605,Negative
2150,16.27191,-37.465168,Negative
2154,-1.4154453,-90.70583,Negative
2155,-7.323127,-72.991165,Negative
2160,-73.53324,-2.0084386,Negative
2162,-45.480537,-16.412958,Negative
2163,-4.384644,-30.638275,Negative
2167,-66.54906,26.189674,Negative
2170,-53.28524,-4.718443,Negative
2175,-66.17607,23.805979,Negative
2177,-12.924048,-73.08186,Negative
2179,-72.31433,11.32753,Negative
2183,47.92111,-36.447136,Negative
2192,6.2824044,-87.33782,Negative
2197,-16.878098,-47.05375,Negative
2198,-2.4930234,-30.02547,Negative
2199,-69.74003,-0.40342295,Negative
2200,-1.7909951,-87.00672,Negative
2204,26.488708,-59.062668,Negative
2205,60.864853,4.8205676,Negative
2206,26.184807,-36.71098,Negative
2211,10.452531,-40.155262,Negative
2215,17.395782,-52.31532,Negative
2216,12.147163,-59.934265,Negative
2218,-68.99155,18.477913,Negative
2220,-15.157541,-65.06151,Negative
2221,-7.12156,-75.326935,Negative
2222,-63.71043,-9.336378,Negative
2223,-11.585093,-73.15841,Negative
2224,25.475061,-51.25161,Negative
2225,-52.047558,-7.715207,Negative
2226,-50.247314,-3.6930692,Negative
2227,12.748203,-58.48318,Negative
2229,21.636196,-36.516747,Negative
2230,19.90806,-54.033012,Negative
2232,-15.503234,-45.339752,Negative
2235,18.004745,-57.810223,Negative
2238,-19.810352,-61.79606,Negative
2239,-19.736391,-63.45988,Negative
2241,-66.043365,-9.721881,Negative
2242,-60.250916,-17.530912,Negative
2244,5.904376,-89.082054,Negative
2247,-13.711837,-72.696724,Negative
2249,24.5578,-58.7606,Negative
2252,22.812687,-31.416653,Negative
2253,-51.10817,-4.4148874,Negative
2256,-48.674408,-25.539232,Negative
2257,-64.78972,-4.330765,Negative
2258,-42.729004,-27.211916,Negative
2259,-52.850883,-21.309395,Negative
2261,11.087126,-13.937777,Negative
2267,-37.19228,-14.362645,Negative
2269,-4.6609497,-57.414543,Negative
2270,-65.505424,28.232735,Negative
2271,46.84032,-34.92669,Negative
2273,9.891064,33.564327,Negative
2275,8.730938,-59.90224,Negative
2276,26.690418,-53.862263,Negative
2279,2.434992,-81.25117,Negative
2282,7.2841835,-34.533737,Negative
2284,4.378674,-46.766075,Negative
2285,16.454462,-59.343197,Negative
2287,40.137604,-39.122818,Negative
2288,-55.722588,-15.187742,Negative
2289,-1.0018369,-33.24411,Negative
2290,26.143444,-3.0644379,Negative
2292,-61.181496,-12.1958685,Negative
2294,12.158672,-20.227747,Negative
2296,23.730995,-54.890217,Negative
2298,-40.074284,-14.37035,Negative
2299,-2.7920659,-86.51258,Negative
2300,40.036743,-35.87089,Negative
2301,-3.186265,-34.152157,Negative
2304,35.766373,-36.169,Negative
2308,-19.251087,-46.550262,Negative
2309,10.315579,-55.622826,Negative
2310,71.853836,-3.9847105,Negative
2311,-23.627289,2.0546172,Negative
2313,11.722452,-20.215149,Negative
2315,-53.445797,-7.021607,Negative
2316,-8.768241,-49.93579,Negative
2317,12.014899,-10.588825,Negative
2320,12.832776,-53.08644,Negative
2322,-50.6611,-22.163942,Negative
2323,24.849836,-56.59712,Negative
2327,1.7625431,-39.350525,Negative
2329,8.632693,-86.333984,Negative
2330,-2.2262585,-77.791245,Negative
2333,-67.899666,21.812027,Negative
2334,-53.893547,-24.1136,Negative
2336,-63.12319,-20.492226,Negative
2337,10.496696,-14.038701,Negative
2338,-10.728357,-52.69329,Negative
2339,50.869053,10.026348,Negative
2341,13.051123,-28.818375,Negative
2346,31.358562,-4.4995675,Negative
2352,-68.37705,-8.243932,Negative
2358,-12.906128,-77.7689,Negative
2360,18.854044,-56.48736,Negative
2361,10.298485,-84.79829,Negative
2365,-66.41468,-11.966096,Negative
2367,-46.834007,-20.29564,Negative
2368,20.25803,-53.61771,Negative
2370,-62.72213,-10.310846,Negative
2372,-73.42802,14.563837,Negative
2376,-63.139214,-20.483425,Negative
2379,41.937706,-25.358627,Negative
2380,10.453321,-14.123035,Negative
2381,1.5328437,-39.289665,Negative
2383,-42.836098,-30.036808,Negative
2384,-34.02637,17.286219,Negative
2387,-23.663181,0.51542145,Negative
2388,-61.79729,23.161312,Negative
2389,-14.347854,-64.75985,Negative
2390,-70.5581,0.36347523,Negative
2391,11.677887,-16.225657,Negative
2393,-0.9986861,-86.64931,Negative
2394,-43.70743,-11.68292,Negative
2395,-0.10140417,-33.493103,Negative
2398,-2.8065927,-83.53966,Negative
2400,14.73778,-57.498005,Negative
2402,-8.627297,-73.54519,Negative
2408,19.851587,-51.847485,Negative
2410,-12.714889,-53.523983,Negative
2411,-9.891036,-77.367165,Negative
2412,33.87157,-33.68206,Negative
2413,1.1698982,-2.2030358,Negative
2415,-1.588266,-31.983145,Negative
2417,-12.9654045,-58.119648,Negative
2418,11.42693,-43.63536,Negative
2419,-1.7288811,-91.97528,Negative
2421,45.765034,-36.684082,Negative
2422,13.669011,-39.49782,Negative
2424,-45.329956,-16.727749,Negative
2426,17.227148,-31.116924,Negative
2429,17.86489,-30.924408,Negative
2430,-3.853729,-59.73982,Negative
2431,-1.5696857,-89.41232,Negative
2433,-23.876986,30.540194,Negative
2434,-48.3691,-14.468152,Negative
2435,-15.051517,-46.24628,Negative
2436,1.4473854,-40.683716,Negative
2437,0.4835677,-84.88313,Negative
2438,6.0177712,-87.130486,Negative
2442,48.102444,-33.98953,Negative
2449,-11.508266,-73.43349,Negative
2451,-47.34723,-16.749722,Negative
2452,-2.133201,-35.134243,Negative
2457,-16.118036,-6.416536,Negative
2458,-41.212296,-14.681464,Negative
2461,-63.161133,-9.73551,Negative
2464,-68.28656,22.074284,Negative
2465,7.751282,-41.50272,Negative
2466,26.29426,-53.034973,Negative
2470,14.733254,-38.832287,Negative
2473,-50.375885,-26.116825,Negative
2474,1.9000797,-40.722668,Negative
2476,10.893059,-25.403084,Negative
2477,12.984044,-29.00236,Negative
2478,-65.80605,25.899393,Negative
2479,-2.4825985,-35.744564,Negative
2480,-18.953272,26.866505,Negative
2481,-10.942837,11.107884,Negative
2482,-2.3614323,-58.454983,Negative
2484,-9.951253,-78.702675,Negative
2485,-17.67685,-48.42822,Negative
2486,38.155502,-33.206844,Negative
2489,-62.615204,-11.512913,Negative
2491,-3.5353458,-59.492344,Negative
2492,-10.175723,-32.815975,Negative
2494,10.799317,-60.430042,Negative
2495,17.988682,-53.784855,Negative
2497,12.827067,-29.488354,Negative
2503,-4.699435,-59.239277,Negative
2504,12.644715,-20.486921,Negative
2505,-43.75715,-16.541105,Negative
2508,-16.221453,-60.395195,Negative
2509,6.5353065,-44.954906,Negative
2510,-36.495567,-24.65346,Negative
2511,19.255518,-37.62257,Negative
2513,-0.81942636,-87.08526,Negative
2514,5.0474234,0.72004986,Negative
2516,-18.501637,-50.477066,Negative
2519,5.80638,-46.403088,Negative
2520,-20.372547,-61.405224,Negative
2522,27.701834,-3.475872,Negative
2525,-17.114746,-47.584312,Negative
2528,-9.824568,-80.35284,Negative
2530,-4.8482347,10.179707,Negative
2533,20.716576,-51.491673,Negative
2536,5.6282473,-83.35601,Negative
2539,-4.428429,-37.268387,Negative
2540,18.08221,-51.505272,Negative
2541,23.635735,-38.252857,Negative
2543,-2.7113967,-83.57597,Negative
2544,-49.86021,-23.054638,Negative
2546,-1.3728653,-90.657455,Negative
2550,-71.02285,14.125869,Negative
2552,4.935735,-40.322754,Negative
2554,-67.899254,21.824076,Negative
2555,10.510807,-21.416965,Negative
2556,3.7480025,-89.15441,Negative
2558,-10.609351,-75.66082,Negative
2563,-62.797985,22.309093,Negative
2566,12.617,-11.570899,Negative
2567,10.171044,-25.574379,Negative
2569,-12.291449,-73.151985,Negative
2570,-5.5153623,-57.834755,Negative
2571,-74.89669,-2.016874,Negative
2572,11.306158,-21.800272,Negative
2573,46.979183,-35.545002,Negative
2574,33.28501,-33.645763,Negative
2575,78.216515,8.215258,Negative
2577,11.624675,-59.469944,Negative
2578,-73.0207,12.958357,Negative
2579,-68.798706,-8.390911,Negative
2580,71.76411,-3.3403137,Negative
2583,6.7515826,-36.203728,Negative
2584,30.344593,25.666307,Negative
2585,20.56512,-34.90213,Negative
2587,77.09764,7.635585,Negative
2588,-14.803845,-51.5777,Negative
2590,10.370766,-24.18354,Negative
2591,8.370202,-16.585846,Negative
2592,-60.008354,-15.387128,Negative
2593,8.31803,-48.858017,Negative
2594,-40.1595,-14.713314,Negative
2595,10.128899,-23.59841,Negative
2597,-30.779644,20.861229,Negative
2598,-11.341775,-48.596905,Negative
2600,-43.421688,-12.11403,Negative
2603,7.266789,-32.43441,Negative
2604,12.98235,-28.453308,Negative
2606,-56.051617,-6.1407533,Negative
2609,0.32873783,-33.112053,Negative
2611,12.617356,-27.148481,Negative
2613,6.0712347,-34.11774,Negative
2614,-42.236523,-14.437914,Negative
2615,16.169579,-39.164806,Negative
2618,13.04378,-21.654802,Negative
2619,15.61878,-37.68718,Negative
2620,15.659326,-1.8710772,Negative
2623,-11.346126,-76.241196,Negative
2624,14.311751,-52.25469,Negative
2626,-31.27553,20.62691,Negative
2627,5.016851,-89.241585,Negative
2631,-10.5783205,-76.74349,Negative
2632,1.510145,-85.34999,Negative
2635,17.150145,-31.234312,Negative
2637,13.460373,-12.08921,Negative
2638,69.64812,11.4083605,Negative
2643,37.72976,-34.052975,Negative
2644,13.424754,-43.635162,Negative
2646,7.5968475,-46.62203,Negative
2647,3.1007726,-46.4759,Negative
2648,-55.36856,-21.465416,Negative
2649,-33.621956,14.705968,Negative
2651,-52.10104,-21.079443,Negative
2653,24.075117,-59.694656,Negative
2655,-15.454841,-45.36051,Negative
2656,21.571987,34.680206,Negative
2657,-46.13581,-32.92483,Negative
2658,-15.077951,-69.90816,Negative
2659,2.8827698,-38.480602,Negative
2662,-15.212814,-45.00923,Negative
2664,8.133639,-25.368332,Negative
2665,67.983696,24.706806,Negative
2667,73.227554,2.105916,Negative
2671,-18.0478,64.80971,Negative
2673,-53.416634,-4.7581058,Negative
2677,-73.629814,10.1791315,Negative
2678,-9.289606,-52.254704,Negative
2679,14.488814,-26.163086,Negative
2680,-68.34325,-8.777577,Negative
2682,-69.25772,-10.697752,Negative
2685,12.77296,-54.128227,Negative
2687,20.48688,-30.952435,Negative
2689,-15.873147,-60.872734,Negative
2690,0.6431179,-38.840103,Negative
2691,6.0180907,-41.5578,Negative
2693,26.575842,-60.895855,Negative
2700,48.237495,-34.753193,Negative
2702,-56.807934,-16.860535,Negative
2704,-11.726965,-77.82304,Negative
2705,20.915785,-6.3769164,Negative
2706,-24.898321,1.8899605,Negative
2707,-14.822747,-60.768475,Negative
2708,13.090578,-39.290592,Negative
2709,45.301224,-30.033485,Negative
2711,-20.931307,7.6250415,Negative
2712,-36.51828,-25.125242,Negative
2713,-63.552197,-9.420699,Negative
2714,18.888813,-40.456234,Negative
2715,-5.224002,-31.293736,Negative
2716,3.979237,-33.909733,Negative
2717,42.342888,-43.583805,Negative
2718,-13.463247,-43.4742,Negative
2721,24.034504,-60.483776,Negative
2725,-2.721889,-86.62075,Negative
2727,12.7113495,-29.616852,Negative
2730,22.408804,-31.338772,Negative
2731,5.5768094,-83.63707,Negative
2732,24.31086,-30.199568,Negative
2734,-42.976856,-29.35359,Negative
2735,17.983843,-52.320873,Negative
2736,-6.4644094,-75.33853,Negative
2739,20.247868,43.318455,Negative
2741,-19.67666,-60.546024,Negative
2746,-56.55946,-7.600274,Negative
2749,-14.44024,-66.438835,Negative
2750,-64.4939,-4.65237,Negative
2751,0.4536057,-84.27019,Negative
2752,-66.31578,24.936935,Negative
2753,23.768509,-56.620564,Negative
2756,-61.070824,-16.598408,Negative
2757,-16.598532,-43.739346,Negative
2759,-0.35695308,-57.184914,Negative
2762,-10.790357,-78.85468,Negative
2763,10.638387,-58.829796,Negative
2764,2.442041,-81.11494,Negative
2765,-3.2722304,-86.74649,Negative
2767,17.267464,-56.223007,Negative
2769,-66.24634,26.742788,Negative
2770,16.908527,-28.904558,Negative
2774,-56.52813,-8.915846,Negative
2777,20.200493,-54.93794,Negative
2778,8.585574,-36.729256,Negative
2779,-48.343864,-20.806915,Negative
2780,-48.260063,-17.266155,Negative
2782,-14.284446,-64.00027,Negative
2783,10.158756,19.585577,Negative
2784,20.27624,-35.910725,Negative
2786,-53.596786,-24.348392,Negative
2790,7.333163,-46.420933,Negative
2792,-51.381,-7.5923553,Negative
2793,9.875517,-56.0488,Negative
2794,-62.841614,29.712343,Negative
2797,0.30178714,-38.590717,Negative
2798,16.486858,-28.797672,Negative
2799,-15.917108,-47.504135,Negative
2800,28.09669,-36.790005,Negative
2803,-64.376785,-1.3838016,Negative
2804,-18.380863,-50.437283,Negative
2805,-24.73154,23.339985,Negative
2807,13.089875,-39.717,Negative
2808,-22.250757,58.505333,Negative
2812,9.1925,-16.304523,Negative
2813,-2.039291,-90.594795,Negative
2814,-10.603993,-47.33259,Negative
2815,-37.192772,-24.207909,Negative
2816,15.650171,-28.677908,Negative
2817,13.6846695,-52.451523,Negative
2819,40.721794,-25.389215,Negative
2821,4.9021525,-41.578087,Negative
2822,12.866706,-12.4917965,Negative
2824,3.5462127,-88.97999,Negative
2827,-10.43216,-52.54123,Negative
2828,-12.217098,-53.965977,Negative
2830,-8.33582,-49.784027,Negative
2831,-9.471166,-51.783806,Negative
2835,11.894921,-20.443787,Negative
2837,-41.41163,-9.779804,Negative
2839,-44.84697,-16.630392,Negative
2842,32.220383,-2.5303092,Negative
2846,9.723741,-24.907284,Negative
2847,69.87062,11.391599,Negative
2849,-51.930912,-20.875675,Negative
2853,-11.604646,19.99755,Negative
2857,-37.956814,-25.24854,Negative
2858,-41.825275,-27.719374,Negative
2862,-64.32615,-4.6511083,Negative
2863,0.5126975,-83.40031,Negative
2864,29.635912,41.94475,Negative
2865,25.074642,-49.549496,Negative
2866,27.48896,-38.996502,Negative
2868,14.392673,-51.948288,Negative
2870,-52.479343,-23.730225,Negative
2871,-8.80449,-52.632698,Negative
2873,58.8398,2.742801,Negative
2874,30.125612,-39.072746,Negative
2875,43.65844,-43.570553,Negative
2876,-3.7466557,-36.351467,Negative
2877,-16.512384,-46.371887,Negative
2878,20.023476,-53.80845,Negative
2881,-39.990627,-11.379473,Negative
2882,0.07246306,36.241398,Negative
2883,5.1530347,-47.610226,Negative
2884,47.022366,-37.834595,Negative
2888,13.357265,-39.227844,Negative
2890,-37.250877,-15.236143,Negative
2895,-61.97993,-15.715706,Negative
2897,-9.510864,-52.33843,Negative
2898,-3.1597197,-90.33277,Negative
2899,25.182266,-60.9217,Negative
2900,26.599379,-39.41486,Negative
2901,11.459329,-59.151573,Negative
2902,-55.531307,-14.980272,Negative
2903,19.337976,-37.92862,Negative
2904,6.9335275,-33.115643,Negative
2907,-4.5104723,-30.644453,Negative
2908,-47.502605,-20.181,Negative
2913,4.6046295,-39.87398,Negative
2916,6.234685,-39.590626,Negative
2917,-63.54894,-6.485833,Negative
2918,-16.402071,-46.97604,Negative
2920,7.0176077,-89.78112,Negative
2923,14.441384,-52.748627,Negative
2924,-60.392418,-16.54955,Negative
2925,-20.494625,-63.282738,Negative
2926,45.007767,-29.437443,Negative
2928,-65.617935,22.176546,Negative
2929,23.643229,-38.684868,Negative
2932,19.430895,-51.333202,Negative
2934,-67.42528,-9.835699,Negative
2937,37.8584,-33.55326,Negative
2938,7.9661193,-26.921797,Negative
2940,-74.096275,-1.0343262,Negative
2941,24.646322,-37.35722,Negative
2944,-52.163685,-22.23666,Negative
2945,-14.07209,-67.4771,Negative
2946,-36.962864,-14.078517,Negative
2947,-64.466255,-5.5582147,Negative
2957,-9.117214,-79.376205,Negative
2959,-13.697252,-42.225605,Negative
2960,-11.695748,-77.28548,Negative
2966,-65.959145,-5.99485,Negative
2968,10.305345,-59.364586,Negative
2969,-48.0292,-19.509392,Negative
2970,19.74606,-35.089367,Negative
2971,11.399287,-39.85191,Negative
2973,32.87115,-36.099113,Negative
2977,-41.77056,-11.509391,Negative
2978,24.838371,-57.33974,Negative
2982,25.80933,-58.175213,Negative
2985,-48.47059,-16.425764,Negative
2987,21.171783,41.946674,Negative
2991,-12.585719,-55.25981,Negative
2992,-49.279484,-26.888653,Negative
3001,-3.308645,-57.223812,Negative
3002,14.160669,-27.417278,Negative
3004,16.871498,-0.78721917,Negative
3005,-12.907981,-76.48382,Negative
3006,-26.763031,31.842604,Negative
3008,11.965991,-42.82224,Negative
3009,5.569267,-86.572525,Negative
3010,-63.5661,-6.5203657,Negative
3012,24.137173,-59.55956,Negative
3013,0.33358476,-33.106247,Negative
3019,20.62839,-39.617233,Negative
3020,-37.151707,-24.225677,Negative
3022,48.196182,-38.34515,Negative
3025,-56.836914,-4.77685,Negative
3027,-57.91496,-19.869598,Negative
3028,-3.6943934,-76.50908,Negative
3029,-64.24436,29.741625,Negative
3031,-49.422066,-26.12974,Negative
3032,10.523924,-13.739697,Negative
3033,-41.248367,-15.974658,Negative
3038,11.933132,-20.743155,Negative
3039,-44.030422,-29.161638,Negative
3040,24.165466,-30.495481,Negative
3041,10.725731,-23.369947,Negative
3045,2.1189003,-80.61706,Negative
3046,12.589196,-62.13676,Negative
3052,18.333033,-38.767773,Negative
3056,-0.74581647,-34.890133,Negative
3057,10.02568,-59.94693,Negative
3059,-73.117676,10.313747,Negative
3060,-43.46887,-12.451763,Negative
3061,-10.130154,16.29561,Negative
3062,16.59694,-40.189003,Negative
3065,-51.141827,-3.730851,Negative
3067,-67.22387,18.619236,Negative
3072,-41.408398,-9.798005,Negative
3073,-39.284233,-14.148432,Negative
3074,-9.702052,-51.261982,Negative
3077,-42.227097,-11.268184,Negative
3078,1.3564414,-32.363216,Negative
3080,25.341137,-35.095646,Negative
3081,-57.352524,-20.602055,Negative
3084,32.50935,-34.89864,Negative
3085,-14.889596,-70.18253,Negative
3092,32.897255,-33.30546,Negative
3093,49.99979,-32.685448,Negative
3098,-62.747635,22.369465,Negative
3099,-2.7029314,-90.465,Negative
3100,-58.477615,-14.514664,Negative
3104,2.101672,-90.03904,Negative
3105,6.0151443,-87.22348,Negative
3108,-2.8173018,36.4932,Negative
3111,12.396739,-41.528336,Negative
3112,-60.725468,26.607008,Negative
3113,19.006548,-40.90017,Negative
3118,2.915963,-38.94098,Negative
3119,-11.704396,-55.17508,Negative
3121,-9.124447,-52.941765,Negative
3127,71.3523,11.533677,Negative
3128,10.386134,-59.71197,Negative
3129,-1.5909673,-57.576797,Negative
3133,-19.545551,-59.578686,Negative
3134,-42.693714,-12.161746,Negative
3135,27.657589,-36.85378,Negative
3136,23.762403,-48.80869,Negative
3137,12.615824,-61.770996,Negative
3138,-23.566837,57.79416,Negative
3139,-28.684078,54.026768,Negative
3140,-43.44983,-31.264183,Negative
3141,-12.107702,-77.47079,Negative
3142,-15.167857,17.766304,Negative
3143,-47.790062,-21.120895,Negative
3144,12.423147,-39.026623,Negative
3145,12.962111,-28.96999,Negative
3146,34.018513,-33.67977,Negative
3147,-64.790825,24.315668,Negative
3150,-45.98807,-17.751179,Negative
3158,-4.806496,-30.9684,Negative
3159,-13.071971,-43.089024,Negative
3160,-70.31901,11.404028,Negative
3162,8.301785,-34.88992,Negative
3163,-17.623957,-49.192814,Negative
3165,9.585694,21.009733,Negative
3167,70.68811,11.547499,Negative
3169,-4.3490324,9.655921,Negative
3170,-69.16623,6.222108,Negative
3171,10.050642,-27.45559,Negative
3172,18.443495,-40.032818,Negative
3174,-72.385086,13.878166,Negative
3175,-56.24555,-21.53965,Negative
3179,13.905758,-20.250042,Negative
3182,-55.894108,-13.698319,Negative
3183,10.386415,-25.579857,Negative
3188,-1.1769145,-89.793205,Negative
3192,-1.8051258,-58.232826,Negative
3193,-0.97201455,-90.703415,Negative
3194,12.8730755,-13.564514,Negative
3196,0.5787337,-32.574184,Negative
3197,-43.288277,-32.84512,Negative
3198,-21.58117,-62.033882,Negative
3199,-1.6716638,-86.92554,Negative
3203,-4.914837,-36.89964,Negative
3204,-2.3837824,-29.872633,Negative
3205,-64.95029,-3.5123892,Negative
3207,48.683952,-36.63535,Negative
3208,5.378795,-86.81736,Negative
3210,-24.751457,42.663074,Negative
3216,41.526733,-36.22053,Negative
3219,40.357727,-26.88341,Negative
3222,44.826927,-28.26927,Negative
3224,-64.336006,-6.2882457,Negative
3226,-66.55374,21.944605,Negative
3228,-46.179333,-33.039677,Negative
3229,-53.36834,-20.942205,Negative
3230,-42.663692,-27.38986,Negative
3231,40.51576,-36.03086,Negative
3233,23.761215,-55.796387,Negative
3234,-1.4602422,-86.614944,Negative
3240,11.044237,-17.340248,Negative
3241,-63.16636,-11.478185,Negative
3244,-60.197342,-17.591866,Negative
3246,11.76913,-15.67299,Negative
3247,-41.769615,-12.142869,Negative
3248,8.131086,-26.841984,Negative
3250,34.308544,-32.486263,Negative
3255,-39.643166,-26.368551,Negative
3256,-49.585835,-30.431362,Negative
3259,2.539393,-31.765947,Negative
3260,-2.6010025,-35.79003,Negative
3261,-8.575009,-52.382984,Negative
3262,37.94869,-36.491608,Negative
3265,-13.82529,-40.910587,Negative
3266,26.295609,-54.041862,Negative
3267,-62.72627,21.984818,Negative
3268,19.978222,-54.64105,Negative
3269,-57.206467,-18.593264,Negative
3270,37.47446,-35.821667,Negative
3271,14.464157,-22.149399,Negative
3272,-0.5039726,-56.451813,Negative
3277,19.881777,-37.263287,Negative
3278,-12.716007,-77.170235,Negative
3280,32.284847,-33.64006,Negative
3285,-66.694626,-10.898067,Negative
3286,23.631786,-31.5434,Negative
3288,44.259125,-42.520607,Negative
3290,-5.447502,-37.249,Negative
3291,10.054173,19.667229,Negative
3292,14.607589,34.774597,Negative
3293,24.708073,-56.128983,Negative
3295,25.678751,-59.129547,Negative
3297,36.75775,-1.526491,Negative
3298,-16.885914,-64.51923,Negative
3300,-65.6193,-6.579792,Negative
3302,-50.431587,-4.5520253,Negative
3303,14.19609,-17.644686,Negative
3305,11.9789095,-58.1241,Negative
3307,1.01296,3.6620684,Negative
3308,14.284233,-22.31392,Negative
3310,-11.7539835,-77.91053,Negative
3312,-48.41227,-16.628613,Negative
3314,-68.441,-8.711523,Negative
3316,24.235395,-61.140587,Negative
3317,-40.020206,-15.907738,Negative
3324,13.780786,-24.888988,Negative
3327,-0.6226646,-88.18898,Negative
3328,24.382263,-60.96483,Negative
3329,-13.657428,-45.734016,Negative
3330,27.794983,-4.9501224,Negative
3331,-5.3487387,-58.627396,Negative
3333,-60.92822,27.824217,Negative
3335,7.255691,-45.039486,Negative
3336,18.019756,-38.43857,Negative
3338,-57.685555,-21.967995,Negative
3340,12.622969,-24.090475,Negative
3341,-49.45989,-30.937052,Negative
3342,2.7193983,-45.586014,Negative
3343,23.524023,-34.283493,Negative
3346,0.8264894,-0.6790348,Negative
3349,-11.085036,-78.10211,Negative
3350,10.267509,-84.83473,Negative
3351,-1.2376341,-56.76527,Negative
3355,9.61613,-39.969574,Negative
3356,-42.459026,-28.241825,Negative
3357,6.3184757,-32.589096,Negative
3362,5.6438565,36.724735,Negative
3363,-12.140742,-73.15767,Negative
3365,7.905847,-89.18674,Negative
3366,14.650368,-26.906776,Negative
3368,27.788763,-36.909904,Negative
3369,-56.517033,-22.06988,Negative
3370,-13.624601,-47.189472,Negative
3372,-21.812342,-61.553436,Negative
3373,-39.774952,-11.61729,Negative
3374,-68.26916,-6.6065974,Negative
3375,-43.74214,-31.26219,Negative
3376,-9.190099,-50.15758,Negative
3377,-63.516956,-9.106433,Negative
3379,44.62635,-35.533653,Negative
3382,12.03439,-22.092882,Negative
3384,-19.892279,24.046711,Negative
3386,-48.395912,-31.739988,Negative
3388,-6.8514547,-8.830577,Negative
3391,49.416046,-29.771242,Negative
3392,8.205502,-88.31858,Negative
3393,-38.22515,-11.272326,Negative
3394,47.051014,-37.168324,Negative
3398,-63.04274,-16.55875,Negative
