,raw,cluster,s,pol,sub
754,Found in brother in laws truck while camping,[0],Negative ID,0.0,0.0
755,"Was orange and about am inch long, working the buttercups in my yard.",[1],Unverified,-0.05,0.4
756,We found this giant wasp-like creature when packing up our truck yesterday after camping at our property in Lebam Washington. I live in Kent WA but was at the property all weekend.  My brother still has the bug in a ziploc bag down in Lebam.  My phone is,[1],Negative ID,-0.006397306397306411,0.5962962962962963
757,I was cleaning out ivy underneath our laurel hedge and think I saw one on the fence behind the hedge.  I didn't have my phone so couldn't get a picture.  It was 1 to 1.5 inches long and had the balck and yellow stripes on it's back.  It flew away before,[1],Unverified,-0.1125,0.275
758,I have caught a very large bee/ hornet,[0],Unverified,0.2785714285714286,0.5571428571428572
759,This is the last time i will tell you. I have seen these bees on my property for least 25 years. They are not suddenly NEW to here,[1],Unverified,-0.12272727272727273,0.30707070707070705
760,"Lazy, lethargic murder wasp in parking lot, it was by itself",[1],Unverified,-0.25,1.0
761,"Seen through my first floor apartment window. Whole face orange. Dramatic black eyes.  Back end curled.  About an inch and a half long. It ""attacked"" my window.  Bugs fly into windows, but this came at it 3 times. I'm sorry I didn't get a picture. But th",[0],Unverified,-0.007407407407407394,0.4703703703703704
762,A very large wasp flu by me while I was in my backyard about 5 feet away. It was bigger than any beer wise by Everseen as it flew its wings made a flutter and sound as opposed to a buzzing sound it was somewhere to close to 2 inches long could not get a,[0],Unverified,0.28809523809523807,0.5261904761904762
763,Insect was obverved on 5/23 and 5/26 on one of our security cameras.  Image quality is poor.  .mp4 files are available for your review,[1],Negative ID,0.0,0.5
764,We’re on mercer Island and wanted to report,[0],Negative ID,0.0,0.0
765,"landed on my window frame and then took off, got a good look",[1],Unverified,0.7,0.6000000000000001
766,I live close (N 48.660139 W -123.396815) and parallel to San Juan Island.  I was able to capture this clip (attached) from my security camera. This is the second time I've seen one of these.  It is easier to see details if you view screen-by-screen.  I h,[0],Negative ID,0.1590909090909091,0.28125
767,"Hit windshield and stayed on wiper for two seconds.  Wa. highway 20, about MP 76, red cabin creek",[0],Unverified,0.0,0.0
768,Flying around backyard 26th. Found on car windshield 27th,[1],Unverified,0.0,0.0
769,Community member wanted to know if it was dangerous or non-native.,[1],Negative ID,-0.6,0.9
770,Larger than other kinds here. Haven't seen this kind here before.,[1],Negative ID,0.15833333333333333,0.5916666666666667
771,It was the largest wasp/hornet I've ever seen.  I saved the body in case it is indeed a murder hornet.  Thank you.,[1],Negative ID,0.0,0.0
772,Hugh hornet at first I thought it was a big moth cause the wings were so big then I saw the stripes my dog ate it before I could stop her,[0],Unverified,0.08333333333333333,0.17777777777777778
773,Briefly saw a single hornet resting on our porch that was 1-1.5�?long. This hornet most resembled pictures of the Asian Giant Hornet pictured on your website. Possibly related was a massive colony/swarm of bees that seemed to be relocating 3 weeks ago.,[1],Unverified,0.06122448979591837,0.49251700680272104
774,Hovered over our newly filled pool and landed and then flew up into our neighbors tree,[0],Unverified,0.4,0.9
775,Black upper body striped lower body orange yellow head a little over 2 inches in length rounded body very unique  looking I was trained and licensed by wa dept of agi as a pest control technician  and worked the olympia lacey area and south for about a y,[1],Unverified,0.026666666666666682,0.38666666666666666
776,Driving north I-5 hit windshield,[0],Negative ID,0.0,0.0
777,It was as large as my thumb knuckle to nail. About an inch. Sluggishly walking across my deck alone.,[1],Negative ID,0.21428571428571427,0.42857142857142855
778,"No photos,however, I did research this after destroying the nest. They were very aggressive. My place is 7 miles west of packwood.",[1],Unverified,0.0,0.15
779,"Sucia Island, Shallow Bay south end near marsh. Was maybe 50�?from the shore and this very large orange and black hornet flew at me.  There were several of us and I noted that I had never seen this variety before.  It flew past my head so I did get a g",[0],Unverified,-0.0619047619047619,0.3567460317460318
780,Did not see the hornet. I found several decapitated bees on my deck,[1],Unverified,0.0,0.0
781,Curious if this might be a murder hornet,[1],Unverified,-0.1,1.0
782,"Flew slowly by me 2"" orange feet hanging",[1],Unverified,-0.30000000000000004,0.39999999999999997
783,Eating out of our hummingbird feeder,[0],Negative ID,0.0,0.0
784,"I tried to get a photo but they wouldn't stay still long enough.  I could see the orange on him from several feet away, it was very bright. They looked like a wasp almost except they were orange, and long.  There were several, too many to count hovering",[0],Unverified,0.18714285714285714,0.39999999999999997
785,We found what looks like a dead Asian Hornet.,[1],Unverified,-0.1,0.2
786,I have it in a plastic bag. It would not let me add a photo.,[1],Unverified,0.0,0.0
787,"I was watering and it flew into the stream of water after which it crawled on the ground.  I've never before seen such a large hornet and wish I'd had the presence of mind to take a photo, instead I got a jar and tried to capture it but it flew away.",[1],Unverified,0.10714285714285714,0.4642857142857143
788,I believe i seen this hornets on my front yard,[1],Unverified,0.0,0.0
789,"Approximately two inches long, on our front door. Didn’t get a picture but will try. Very dark in color yellow and black stripes with yellow head",[0],Unverified,-0.13527777777777777,0.32555555555555554
790,There was a very large hornet in my neighbor and my yards.,[1],Unverified,0.2785714285714286,0.5571428571428572
791,A few days later my husband trapped it in this sandwich bag. It has been in the sandwich bag for over a week and is still alive.,[1],Negative ID,-0.07500000000000001,0.125
792,"Saw several in the last few days.  On zoomed just 3 feet away from me so I got a really good look. At first I thought it was a really big bumble bee, but it had way too much orange color in it.",[0],Unverified,0.1357142857142857,0.2
793,I caught it in my room. It came in when i opened my window,[0],Negative ID,0.0,0.0
794,"Found this specimen at Twin Falls Hydro on the south fork of the Snoqualmie river at I-90 exit 38.  My son works there.  It bug was next to the dumpster and was not able to fly.  We killed it with a 2x4, so it looks a little squished in the abdomen and i",[0],Negative ID,0.03250000000000001,0.40499999999999997
795,I had a piece of insulation fall out of my roof and it was filled with bees. They were in a bad spot to wait to get a beekeeper so I sprayed them. After they were dead I moved the insulation and several bees fell out including one that is significantly l,[1],Negative ID,-0.024999999999999967,0.5683333333333334
796,I just reported the hornet a few minutes ago and forgot to mention that the hornet was 1.5 inches long and we have it in a plastic bag in the refrigerator at Twin Falls Hydro.,[0],Unverified,-0.125,0.25
797,This was on our sticky bee trap thing we putchased.....its eyes and overall look just looked different then what I am used to seeing and the orange yellow color.......what stuck out the most was the eyes and the stinger,[0],Negative ID,0.125,0.275
798,"Just submitted a form but forgot to add my contact info............i saw this on my bee sticky trap thing we purchased and it looked different then what I am used to seeing........what stuck out the most was the eyes, the orange yellow coloration and the",[1],Negative ID,0.16666666666666666,0.3666666666666667
799,I took this picture on our front sidewalk May 11. I saw the news today and it looks like it may be worth submitting.,[0],Negative ID,0.3,0.1
800,I have a security camera on the back deck of my home. T picked up this video that looks very much like the the Asian Hornet but I could be wrong so I am attaching the video from my canera,[1],Negative ID,-0.06,0.29000000000000004
801,I saw one fly by my garden in Bitterlake area of Seattle.,[0],Unverified,0.8,0.9
802,"Hornet was about to fly in boat, started to engage it with stick. Flew off , not the normal hornet quite large.",[0],Unverified,0.3880952380952381,0.6595238095238095
803,attached email was sent on May 4th.  We have not heard back but wanted you to have the info.  Sorry but no photo available,[0],Unverified,-0.033333333333333326,0.4666666666666666
804,Was sitting on a leaf.  Located North of the Arboretum interpretive center in Seattle.,[1],Unverified,-0.1,0.1
805,I live right across the street from dash point State Park trailhead when I was out on my Lanai 1 these killer bees and got in close I got a good sighting it sounded like a 747 blazing off. I would suggest setting traps out in dash point State Park!,[1],Unverified,0.43235930735930733,0.5452380952380952
806,I am fairly certain we just saw one here in Spokane Washington in my backyard my dog was chasing it from about 20 feet away it look like it was 2 to 2 1/2 inches long possibly could have been a bumblebee didn’t look hairy or fuzzy I tried to get a pict,[1],Unverified,0.054761904761904755,0.6571428571428571
807,"Hornet was more Orange than usual, appears to be a new breed, had a couple get in my car when window open. Near Penders Canyon",[0],Unverified,0.09727272727272726,0.4209090909090909
808,Unusually large-but not a bumble bee; about 2�? loud buzzing,[0],Negative ID,0.15000000000000002,0.9
809,"Large about 2 inches, interested in reddish exposed insulation, did not attack nearby dog, was not seen again after bringing the dog back inside.",[0],Unverified,0.15476190476190477,0.30952380952380953
810,We found this dead bee on our patio this morning in Freeland on Whidbey Island. We are wondering if it’s one of the Asian Hornets.,[0],Negative ID,-0.1,0.2
811,"I saw what appeared to be one of those killer Hornets, I work for a preschool and we are outside a lot with the children especially on nice day and I've seen a lot of different types of bees and this one was a new type of be. It stood out because it was",[0],Unverified,0.28409090909090906,0.5261363636363636
812,"It cames 2 or 3 days in a row, banging on my window screen.",[1],Unverified,0.0,0.0
813,We have seen them 2 times on Rosario Crest Lane 98221,[0],Unverified,0.0,0.0
814,"Looks like an enormous bee, but had an orange and some green under belly.  Doesn't look like any of the pictures above.",[1],Negative ID,-0.06666666666666667,0.43333333333333335
815,"Out for a hike in North Spokane. This honestly was a much larger hornet than a regular hornet seen. I delayed reporting because at the time no one had seen a Giant Hornet on the East side of the state. I know the head doesn’t match the description, but",[1],Negative ID,0.15,0.6192307692307693
816,"I was watering my garden and heard the loudest buzzing. It wasn’t like a hummingbird’s wings, but like an insect, but just as loud as a hummingbird. I heard it coming toward me and I ducked, when I looked up a HUGE (2+ in) insect flew above me. It lo",[1],Unverified,0.1666666666666667,0.6000000000000001
817,We noticed the abnormally large hornet on a bush that was also filled with large bumblebees. We noticed because the hornet was the same size as the big fuzzy bumblebees.,[1],Unverified,0.16571428571428573,0.39642857142857146
818,"The hornet was flying like in slow motion right pass me and was large, not like a wasp or yellow jacket.  Sorry no photo.  The area was a Supply yard.",[1],Unverified,-0.06000000000000001,0.47285714285714286
819,My girlfriend who is from another state asked me what type of bee it was in my backyard in Kirkland on a log. It was nothing like anything I've ever seen before. Most notible was the orange colored head and the size of it. We've both been seeing news of,[1],Unverified,0.5,0.5
820,Saw 2 small holes on our property with one still being dug and took a photo of the large insect I didn’t recognize.,[0],Unverified,-0.017857142857142863,0.41428571428571426
821,Discovered dead in the garden boxes. Ants appeared to have been eating it. Much larger to me than insects I’ve seen. Face strikes me as unique to this particular hornet. Abdomen also makes me believe it is a non-native hornet. No wings were found. The,[1],Negative ID,0.08541666666666667,0.5583333333333333
822,Found on side of my house. Easily over an inch long. Scary bastard.,[1],Negative ID,-0.03888888888888888,0.7444444444444445
823,Hornet was trapped under oudoor skylight. A sprayed it and it imediately flew away.,[1],Negative ID,-0.2,0.0
824,Seen landing on porch near yellow jacket which quickly took off.  Tried to confine but was not successful.  It was over double the size of yellow jacket.  Didn't have means for photo. size,[0],Unverified,0.009722222222222224,0.30833333333333335
825,Found near window making a loud noise had to close my window,[1],Unverified,0.1,0.6000000000000001
826,"Liberty Lake, WA",[1],Negative ID,0.0,0.0
827,Yellow and black 2 inches long.,[0],Unverified,-0.07222222222222223,0.2777777777777778
828,"sorry no photo, it surprised me. It was very large,very fast,approx. 2"" length. sounded like a bee except in a lower octave. It had landed on some wood rounds drying in my driveway that have a lot of sap oozing from them. hornet shaped body (skinny waist",[0],Unverified,-0.06666666666666667,0.7333333333333333
829,"Saw dead/squished bug on sidewalk outside Nordic Heritage museum,  Ballard.",[0],Negative ID,0.0,0.05
830,Found dead in front porch,[0],Negative ID,-0.2,0.4
831,"just found this in our flower bed, huge and lethargic",[1],Negative ID,0.4000000000000001,0.9
832,Found floating in my kids water table. Unsure of species.,[1],Negative ID,0.0,0.0
833,"Looks like a big yellowjacket, but yikes!",[0],Negative ID,0.0,0.1
834,I’m pretty sure I saw a killer hornet in Monroe on Ben Howard rd. I only noticed because of the size and what looks like fangs on the head. I’m around hornets everyday day during the summer and I’ve never seen a hornet this size.,[0],Unverified,0.1375,0.8722222222222222
835,Chambers Bay Golf Course,[0],Negative ID,0.0,0.0
836,We saw these giant insects and wondered if they are the killer hornets. Some friends on FB think they are just giant bumblebees. I'd sure like to know! We live in Shelton WA.,[0],Negative ID,0.1903409090909091,0.8472222222222222
837,It was laying in the ground out at Semiahmoo spit on trail to the beach by the old sewer treatment plant.,[0],Negative ID,0.1,0.2
838,"This bee died in my pool skimmer, not really sure if its a murder hornet, but its big.",[0],Negative ID,-0.125,0.4944444444444444
839,Today (01JUN2020) Went back to the pink rhododendron bush where I spotted a Asian giant hornet sleeping on a leaf last week on a similar crisp morning. it was beautiful but I didnt have my phone on me as i was at work in canyon park bothell.  Again it wa,[1],Unverified,0.125,0.39791666666666664
840,Saw a dead Bee that could possibly fall in categories.,[1],Negative ID,-0.1,0.7
841,Was only able to view the hornet in flight.  It was very large and had a very distinct bright orange color and sounded like a tiny tin toy as it flew by.  It flew over Cordata Park Trail in a north direction.,[0],Unverified,0.31142857142857144,0.6453571428571429
842,"On our back deck saw several wasps and was checking the rafters of the roof for more. Were we live dealing with the wasps and hornets is an every summer event. While checking my husband asked me to look at this bug. I was ~ 10-12 inches away, saw a large",[1],Unverified,0.17012987012987013,0.2857142857142857
843,"I’m not sure if this is a “Murder hornet�?however it is huge so I figured I would grab a picture to show anyway. It was on my window, I managed to close the blinds and then completely cover the area with garbage bags.",[1],Negative ID,0.08333333333333337,0.7296296296296295
844,Asian killer wasp. I thought it was a hummingbird until I did a double take.  It was approximately 2 plus inches long with a large stinger.  Small waist large back side.  We have had a paper wasp nest on our trees in the past and problems with wasp in ge,[1],Unverified,-0.05793650793650794,0.2785714285714286
845,I saw a flying insect in the bushes. It had orange stripes and a curved body.,[1],Unverified,0.0,0.0
846,Got a decent look at one. It was at my kitchen window.,[1],Unverified,0.16666666666666666,0.6666666666666666
847,"Deck board in background is nominally 3-1/2�?wide (indicating the insect was over 1�?long).  This picture does not show it well, but the head appeared to be a yellowish color.",[0],Negative ID,0.0,0.0
848,I didn’t get a picture but it definitely looked like the pictures and not like any of the similar types of hornets or flys.,[1],Unverified,0.0,0.45
849,I have no idea what this is. But it’s huge and I found it in my fireplace. Could be a carpenter bee. It’s dead. It didn’t attack me. But should I be concerned for more?,[0],Negative ID,0.23333333333333336,0.6
850,"I definitely had one on my back porch, it was huge, with an orangey red bum and a large stinger. It did not cross my mind to take a photo until I saw this post from Custer but it was 100% the same thing.",[0],Unverified,0.08775510204081634,0.27908163265306124
851,There are potentially 1-3 of them caught between two traps,[0],Negative ID,0.0,1.0
852,Saw a few during my walk on Snoqualmie Pkwy. But I’m not sure if they are hornets or not. See pic,[0],Negative ID,-0.225,0.4944444444444444
853,"Mukilteo, Washington",[1],Unverified,0.0,0.0
854,Found hanging on my screen door. Sprayed with hornet spray and it dropped to the ground.,[1],Unverified,0.0,0.0
855,I was out watering my vegetables and saw this very large insect on my lettuce. It looked like a supersized bee.,[1],Negative ID,0.2785714285714286,0.5571428571428572
856,"I was walking down to my mailbox and noticed a huge wasp with a big orange head, I looked at it for a minute then picked up my mail and when I went and told my wife about it she said I should take a picture and when I went back to the big cedar tree it w",[0],Unverified,0.0488888888888889,0.2777777777777778
857,On the ground / pumping abdomen up and down.,[0],Unverified,-0.15555555555555559,0.2888888888888889
858,I  killed one in the Cedar lane park in Auburn last week. I did not get a photo. It definitely was a huge murder hornet.,[0],Unverified,0.05000000000000002,0.3666666666666667
859,"I found this bee this morning on our 6 acre property. It looks to be headless, I thought I should report.",[0],Negative ID,0.0,0.0
860,I believe with confidence that I observed an Asian Hornet while mowing my field. I did not have a camera with me. I am willing to set and monitor traps if they can be sent to me. This area is adjacent to commercial garden and farming including honey coll,[1],Unverified,0.08333333333333333,0.25
861,Saw this what I believe is an Asian Giant Hornet on our walkway. My wife sprayed it with bug spray and stunned it. We then captured it in a jar.,[0],Negative ID,0.0,0.5
862,It was big and it was mad,[0],Negative ID,-0.3125,0.55
863,Hovander Park near the river,[1],Negative ID,0.1,0.4
864,Paper wasps.  Last year sung by bald face wasp on property,[0],Unverified,0.0,0.06666666666666667
865,"Loud, trying to climb grass blades but weighing them down instead. Only one, about 2 inches long, yellow legs.",[0],Negative ID,-0.021111111111111115,0.49777777777777776
866,I was walking towards the N22 parking lot at the University of Washington Seattle from King Lane NE (next to the hub yard) and it was flying on my right side near the bushes when I was next to Thompson hall.,[1],Unverified,0.09642857142857142,0.23392857142857143
867,This was dead in my garden & just want to make sure of identification of specie.,[0],Negative ID,0.15,0.6444444444444444
868,The hornet was flying in a northerly direction toward our raspberry patch where there are a large number of bees. The hornet was flying much faster than other insects normally fly. There was a distinct loud buzzing sound.,[0],Unverified,0.26989795918367354,0.4862244897959183
869,Know my wasps been stung by enough of them. Pro painter and checked on endigenous species of washington. Was sighted and killed in Kenmore Washington. Also i watched a video on this species.,[0],Unverified,-0.1,0.25
870,"found just south of Port Orchard.  Captured sample, but amputated abdomen in the process.",[0],Negative ID,0.0,0.0
871,I cant tell if this is a Yellowjack or not.,[0],Negative ID,0.0,0.0
872,Specimen collected by citizen scientist and reported to provincial government.,[1],Positive ID,0.0,0.0
873,"June 4,2020 500",[0],Unverified,0.0,0.0
874,was cuttuing wood on west branch le clerc creek rd  .  a 2 to 2 1/5 inch hornet landed on my wood racks about 1 foot from my face . after looking at the photos on here  I am 100 % positive of what I seen .,[1],Unverified,0.22727272727272727,0.5454545454545454
875,This is a still shot from an Arlo video,[0],Negative ID,0.0,0.0
876,After looking at your site this might be a bald face hornet but I'm sending a picture just in case.,[0],Negative ID,0.0,0.0
877,My wife went to visit a friend in  Kirkland on an apartment complex and a killer hornet landed on our windshield at the complex. This seems to be a highly populated area,[1],Negative ID,-0.14666666666666664,0.4466666666666666
878,"Building a nest in a evergreen bush in Brush Prairie, Wa.",[0],Negative ID,0.0,0.0
879,Seen it on my sliding glass door. Its wings went past the rear. 99% sure it was one. My friend was the one who spotted it. Tried to get something to kill it but it flew away,[1],Unverified,0.125,0.5694444444444444
880,found in a oil pan,[1],Unverified,0.0,0.0
881,I noticed this insect only because it was so large compared to other hornets I have seen.,[0],Negative ID,0.029761904761904757,0.6011904761904762
882,"Pics aren't great, but it was definitely not a wasp",[1],Negative ID,0.4,0.625
883,"While mowing lawn, notice what I believe was a Asian giant hornet. I thought about capturing it but then would need to leave it to get a container and was concerned it would leave.  So I killed it with the lawn mower blade.  Needless to say, nothing was",[1],Unverified,-0.175,0.5
884,Sinclair island. Seemed stunned after I swatted it off my daughter. Larger then any bee/hornet I’ve ever seen,[1],Unverified,0.0,0.5
885,Large wasp found on our front door today. 1�?6�?Long.  Appears to have orange face. Lived in the Pacific North west over 55 years and have never seen anything like this here.,[1],Negative ID,0.21428571428571427,0.42857142857142855
886,"Orangish, red big bee spotted in Rose bushes at our condo in Renton, WA.",[1],Unverified,0.19999999999999998,0.35000000000000003
887,"Did not get a picture, saw the back of the bee as it crawled back into a hole by the flower roots while I was weeding.  It looked almost like a yellow jacket but was orange. Unfortunately I did not see the face.",[1],Unverified,-0.125,0.25
888,We found 2 bees in our pool skimmer. One was small and easily identified as a yellow jacket the other is much larger. I used a lighter as an identifier. See attached pics,[0],Negative ID,0.011666666666666669,0.4216666666666667
889,I believe this is a bald face hornet but from what I read they attack honey bees as well this one was stepped on while attacking a honey bee by its hive.,[0],Negative ID,0.0,0.0
890,North side of Sinclair island on the beach landed on my daughters face,[1],Negative ID,0.0,0.0
891,I killed it,[0],Negative ID,-0.2,0.0
892,"Very attracted to light, sat on the lightbulb for a while. Not super bright, but no clue how it got inside my house, I haven’t opened a door in a week. I think from the above pictures that it’s a Yellowjacket, but it’s larger than an inch. Spiders,",[1],Negative ID,0.1888888888888889,0.5111111111111111
893,"Found in back yard. Lynden, Wa",[1],Unverified,0.0,0.0
894,"Hi, I was looking outside my sliding glass door and was going to water my plants and I saw a very large insect buzzing around. I did not get a picture, I was so shocked. I did see some orange color but it is dark and rainy here right now. I went out and",[1],Unverified,-0.05714285714285714,0.4685714285714286
895,"I submitted this photo over a week ago, but never heard back. The head appears to be missing, so it’s hard to tell what it is. Can you tell?",[0],Negative ID,-0.1638888888888889,0.19722222222222222
896,He seemed like he had just hatched and couldn't fly cause of wet wings. I was able to catch him.,[1],Negative ID,0.4000000000000001,0.6416666666666667
897,Not sure if this Asian hornet or sawfly just thought I would submit anyway,[0],Negative ID,-0.125,0.4444444444444444
898,Found this on my back porch.  Is it a yellow jacket?,[1],Unverified,0.0,0.0
899,It was in the 60s and I was trimming trumpet vines when I looked on the ground this one was crawling on the branch I'd just cut,[1],Negative ID,0.0,0.0
900,I did not get a picture... but I am pretty certain that I saw one of these hornets. I was caught off guard when I saw a hornet that was abnormally large. I got a closer look and distinctly remember the yellow head. I suspect that it was just in transit a,[0],Unverified,0.19571428571428573,0.45999999999999996
901,hornet flew into the basket of petunias that I was deadheading....definitely an Asian giant,[1],Unverified,0.0,0.5
902,I collected the insect as it was dead and very dried up. I have it in a zip lock bag. Not 100% sure what kind of bee it is but it is the biggest ive seen.,[1],Negative ID,0.15999999999999998,0.7422222222222222
903,"Trying to observe without getting too close. Have had several of these attempt to get through my windows. Definitely larger, darker coloring, has the 3 eye cluster between the larger two. Reported to building maintenance but wanted to make sure to report",[0],Negative ID,0.125,0.4722222222222222
904,Flew in an open window at our farm house. Dakota Creek runs through our property. There is a honey bee farmer in the field across the street. The obvious black and orange stripes were unmistakable. It was definable over an inch long. Its buzz was loud en,[0],Unverified,-0.023333333333333334,0.5266666666666667
905,Bremerton Wa.,[0],Negative ID,0.0,0.0
906,Found dead on front porch. Is it a “murder hornet�?,[1],Negative ID,-0.2,0.4
907,"Hello,  I apologize for not reporting this sooner; I was not sure where to report it.  I am almost certain that I had a suzume bachi (“Murder Hornet�? in my greenhouse last Monday the first of June around 1 PM.  I do not own a cell phone, so I am afr",[1],Negative ID,-0.017142857142857144,0.5720634920634919
908,"Larger than the local wasps/yellowjackets/hornets, distinctly more orange. Wasn’t moving fast, possibly temperature related, or stunned by vehicle.",[0],Negative ID,0.11666666666666665,0.5
909,Out on a walk and found this huge hornet(?). After taking photos I killed it in case it is an Asian Hornet. 1.5-2 inches long. Can you identify? I can retrieve the body if needed!,[1],Negative ID,0.03437500000000002,0.325
910,A large Japanese hornet landed in the lawn outside my townhouse. I quickly brought my dogs inside. I didn’t not try to capture the specimen. Please let me know any follow up information. Thank you.,[0],Unverified,0.1369047619047619,0.24464285714285713
911,Just spotted outside my second floor window: A HUGE wasp with a big orange head and orange body. I tried to take pictures but it was moving too quickly and they are all terrible. I am attaching a very bad video that I don't think will be helpful but you,[1],Unverified,-0.16809523809523805,0.4880952380952381
912,"Caught it in a yellow jacket trap, still alive as of now",[0],Unverified,0.05,0.2
913,"I saw a giant hornet (about the size of my pinkie finger) outside my second floor window this afternoon like nothing I've ever seen before. It had a HUGE orange face, black neck, and orange body. I wasn't able to get any non-blurry images or video, but I",[0],Unverified,0.12222222222222223,0.501388888888889
914,It was dead. It's huge.,[1],Negative ID,0.10000000000000003,0.65
915,"Found it near a tomato plant in our yard.  Moves slowly, did not act aggressively at all. Easy to catch.",[1],Negative ID,0.07777777777777777,0.5444444444444444
916,Asian giant hornet buzzing around backdoor of our house.,[0],Unverified,0.0,0.5
917,Very large. The picture appears smaller because we partially smashed it.,[1],Negative ID,0.05952380952380953,0.4523809523809524
918,I’m not sure if this is a murder hornet but it resembled one. Also excuse the curse word!,[0],Negative ID,-0.15625,0.46944444444444444
919,I seen it from our deck flying next to our neighbors house.,[1],Unverified,0.0,0.0
920,Big and active,[0],Negative ID,-0.06666666666666667,0.35
921,I was replacing sprinkler head and this came out of ground,[0],Negative ID,0.0,0.0
922,"Husband killed it,  was attacking a bee and had yellow markings very large.  Found multiple dead bees on the ground",[1],Negative ID,-0.02428571428571429,0.19142857142857145
923,"We saw this insect dead on the cement near 0Ave and 173rd Street in Surrey, BC",[0],Negative ID,-0.05,0.4
924,I am 99% sure that I saw a Asian Giant Hornet yesterday around 5:30 pm in my backyard hovering around the blackberry bushes. I didn't have my phone with me to snap a picture so I ran in the house to grab it and didn't see it again when I returned. Is the,[1],Unverified,0.16666666666666666,0.6296296296296297
925,"Single one next to my doorbell, brushed it away with a piece of cardboard and it fell onto my porch, was moving very slowly and I brushed it into the bushes. Tried to find it this evening but not there anymore.",[1],Unverified,-0.0922857142857143,0.18685714285714286
926,I was sitting on back porch and something big buzzed passed me. I looked up and this HUGE hornet was flying around my yard. I've seen these on t.v and internet. I'm positive this was a murder hornet!,[1],Unverified,0.17102272727272727,0.38636363636363635
927,Not certain to identity of insect but very large,[1],Negative ID,0.08571428571428572,0.5642857142857143
928,"Went out to my garden and it was resting on my spinach leaves. Very long and narrow. What caught my eye was how orange it was. I made note of it but didn't report it as I had no picture. But, apparently there was a confirmed sighting very close to my hou",[0],Unverified,0.077,0.514
929,I was driving and didn’t notice it in my car till I got home. I knew it was a some sort of wasp or bee by how it looked but spent a lot of time trying to find something that matched it online. What made this insect stand out to me was that it’s mouth,[1],Unverified,-0.1,0.1
930,Was driving through Parkland Washington and it hit the windshield as I was doing about 30mph. It stayed on the hood of my truck for about 3 miles at 35mph. Drove to my nearest pest agent and they had no body there that could get it off my hood. At that t,[0],Negative ID,0.0,0.0
931,"Didn't notice the orange face, so not sure. Measured 1 1/4 inches. Large hook shaped stinger.",[0],Negative ID,-0.017857142857142863,0.6587301587301587
932,Not very active.  Found on porch,[1],Unverified,0.05128205128205127,0.46153846153846145
933,"Potholes State Park Campground we found 2 just at our site (66). Very large, 1 was slower than the other, and could not catch due to child near me with severe allergies.",[0],Unverified,0.03214285714285715,0.4267857142857143
934,On m’y porch very big and scary I tried to get a picture and my phone was dead,[0],Unverified,-0.2333333333333333,0.5099999999999999
935,It was by itself & locked in our office building & seemed like it was dying,[0],Unverified,0.0,0.0
936,It was in my house.  I trapped it against a window.  Now it is dead.,[0],Negative ID,-0.2,0.2
937,theres been plentybof hives as of almost 2 yrs ago spotted at several of the buildings. manager has failed to take down all of them but did have 1 sprayed but i believe they are tha Asian giant hornet. they are huge in size and very aggressive children h,[1],Unverified,-0.007936507936507924,0.3984126984126984
938,"about a year ago, Boulder Lk trailhead, Tenas Cr Rd off the Suiattle River.  I marveled at the head for a minute before it flew off.  I have a state cert as a Home Inspector, I looked closely at this.  I also believe I saw two Long Horn Beetles there a c",[0],Unverified,-0.05,0.4
939,"Large bodied, with striping bumping against the window for a minute or more. The window was on the right side of the Whatcom County Library System Administrative Services building. I’ve worked there for 3 years and have never seen an insect that large",[0],Unverified,0.30357142857142855,0.47321428571428575
940,I’m sure I’ve seen one twice this month in my yard!  Have a couple videos but not clear..,[1],Negative ID,0.2875,0.6361111111111111
941,We have a dairy farm out near Acme Washington.  I was showing my kids the pictures of these and my 15 year old told me he thought he saw one out here a couple days ago.    He said he was in the cab tractor and the biggest 'bee' he had ever seen flew in t,[0],Unverified,0.1,0.30000000000000004
942,I though it was a queen wasp and looked for a swarm killed it and no photo,[1],Unverified,-0.2,0.0
943,I saw this over a year ago on bainbridge island. It was massive. I took a picture but forgot about it. Please let me know if this looks like an asian giant hornet.,[1],Negative ID,0.0,0.6666666666666666
944,"Seen near water on our property. Unable to get a photo, bright orange with black stripes, about 1.5 in long, hovering around dandelions then flew away.  Our land borders Carlisle bog natural area",[1],Unverified,0.03055555555555557,0.4888888888888889
945,"Found dead in the grass, do not think it's an Asian hornet as looks more black in the back and maybe not big enough.  But this is an unusual looking hornet so we thought we should do a report.",[0],Negative ID,0.04166666666666667,0.3666666666666667
946,I have at least 3 of these on the edge of my yard on June 10th.  They were flying so I could not get a picture.  At first I thought they were bumble bees but the color was copper not yellow and were larger than any other bees that I have seen.,[1],Unverified,-0.034999999999999996,0.32166666666666666
947,"Large yellow jacket type of wasp found while clearing land in Pacific County, not sure if it’s a Murder Horner",[0],Negative ID,-0.01190476190476191,0.43915343915343913
948,1-6�?long,[0],Negative ID,0.0,0.0
949,Large Orange hornet at the Bee Site at the North Creek Parkway office complex.  i emailed the company that owns the bees.,[1],Unverified,-0.04285714285714286,0.41428571428571426
950,"Bee/hornet was alive and I got very close.  Estimated 1"" head to tail.  Wing tips were about 1.25"" tip to tip in position shown.  Found on Vashon Island, WA",[1],Negative ID,0.15000000000000002,0.35
951,Large bee in Everson Wa,[1],Negative ID,0.21428571428571427,0.42857142857142855
